Card Name,Type,Attribute,Sub Type,ATK,DEF,Card Text
Zefraath,Pendulum/Effect Monster,EARTH,Rock,3450,2950,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your face-up Extra Deck) by Tributing all monsters you control, including at least 3 ""Zefra"" monsters, and cannot be Special Summoned by other ways. After you Special Summon this card, you can conduct 1 Pendulum Summon of a ""Zefra"" monster(s) during your Main Phase this turn, in addition to your Pendulum Summon. (You can only gain this effect once per turn.) Once per turn: You can Tribute 1 monster; Special Summon 1 ""Zefra"" monster from your Deck."
,,,,,,
,,,,,,Pendulum Scale: 5
,,,,,,"Pendulum Effect: During your Main Phase: You can add 1 ""Zefra"" Pendulum Monster from your Deck to your Extra Deck face-up, and if you do, change this card's Pendulum Scale to be the same as that Pendulum Monster's, until the end of this turn. You can only use this effect of ""Zefraath"" once per turn."
Nekroz of Sophia,Ritual/Effect Monster,LIGHT,Spellcaster,3600,3400,"You can Ritual Summon this card with any ""Nekroz"" Ritual Spell Card. Must be Ritual Summoned from your hand by using 3 monsters you control with different Types, and cannot be Special Summoned by other ways. During either player's Main Phase 1: You can discard this card and 1 ""Nekroz"" Spell Card; your opponent cannot Special Summon from the Extra Deck, during this phase. When this card is Ritual Summoned: You can banish all other cards on the field and in the Graveyards. You cannot Normal/Set or Special Summon other monsters the turn you activate this effect."
"Gashadokuro, the Skeletal Mayakashi",Synchro/Effect Monster,DARK,Zombie,3300,2600,"1 Tuner + 1+ non-Tuner monsters / You can only control 1 ""Gashadokuro, the Skeletal Mayakashi"". You can only use each of these effects of ""Gashadokuro, the Skeletal Mayakashi"" once per turn."
,,,,,,"If a Link Monster in your possession is destroyed by battle or an opponent's card effect while this card is in the GY: You can banish 1 other Zombie monster from your GY, and if you do, Special Summon this card."
,,,,,,"If this card is Special Summoned from the GY: You can activate this effect; this turn, this face-up card is unaffected by other cards' effects."
Star Eater,Synchro/Effect Monster,LIGHT,Dragon,3200,2800,1 Tuner + 1 or more non-Tuner monsters
,,,,,,"Must be Synchro Summoned, and cannot be Special Summoned by other ways. This card's Synchro Summon cannot be negated. When Synchro Summoned, cards and effects cannot be activated. If this card attacks, it is unaffected by other card effects until the end of the Damage Step."
Flower Cardian Willow with Calligrapher,Tuner/Effect Monster,DARK,Warrior,2000,2000,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 11 ""Flower Cardian"" monster, except ""Flower Cardian Willow with Calligrapher"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. When this card is used as Synchro Material, you can treat it and all other Synchro Materials (that have a Level) as Level 2 monsters."
CXyz Skypalace Babylon,Xyz/Effect Monster,WIND,Machine,3800,4000,3 Level 11 monsters
,,,,,,"When this card destroys a monsters by battle and sends it to the Graveyard: Inflict damge to your opponent equal to half the original ATK of the destroyed monster in the Graveyard. If this card has ""Skypalace Gangaridai"" as an Xyz Material, it gains this effect."
,,,,,,"Once per turn, if this card destroys a monster by battle: You can detach 1 Xyz Material from this card; it can make a second attack in a row."
Number 84: Pain Gainer,Xyz/Effect Monster,DARK,Insect,0,0,2 Level 11 monsters
,,,,,,"You can also Xyz Summon this card by using a Rank 8, 9, or 10 DARK Xyz Monster you control with 2 or more Xyz Materials as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) This card gains DEF equal to the combined Ranks of all Xyz Monsters you control x 200. While this card has Xyz Material, each time your opponent activates a Spell/Trap Card, inflict 600 damage to your opponent immediately after it resolves. Once per turn: You can detach 1 Xyz Material from this card; destroy all face-up monsters your opponent controls with DEF less than or equal to this card's."
Superdreadnought Rail Cannon Juggernaut Liebe,Xyz/Effect Monster,EARTH,Machine,4000,4000,3 Level 11 monsters
,,,,,,"Once per turn, you can also Xyz Summon ""Superdreadnought Rail Cannon Juggernaut Liebe"" by using 1 Rank 10 Machine Xyz Monster you control as material. (Transfer its materials to this card.) Once per turn: You can detach 1 material from this card; it gains 2000 ATK/DEF, also for the rest of this turn, you can only declare an attack with this card. During each Battle Phase, this card can make attacks on monsters up to the number of Xyz Materials it has +1."
