Card Name,Type,Attribute   ,Sub Type    ,ATK    ,DEF    ,Card Text
Artifact Caduceus,Effect Monster,LIGHT,Fairy,1600,2400,"You can Set this card from your hand to your Spell & Trap Card Zone as a Spell Card. During your opponent's turn, when this Set card in the Spell & Trap Card Zone is destroyed and sent to your Graveyard: Special Summon it. During your opponent's turn, each time an ""Artifact"" monster(s) is Special Summoned: Draw 1 card. You mustcontrol this face-up card to activate and to resolve this effect. You can only control 1 ""Artifact Caduceus""."
Artifact Chakram,Effect Monster,LIGHT,Fairy,1900,2000,"You can Set this card from your hand to your Spell & Trap Card Zone as a Spell Card. During your opponent's turn, if this Set card in the Spell & Trap Card Zone isdestroyed and sent to your Graveyard: Special Summon it. During either player's turn, when a card or effect is activated that would destroy a Spell/Trap Card(s) youcontrol, while this card is in your hand: You can return 1 Set Spell/Trap Card you control to the hand; Special Summon this card."
Artifact Failnaught,Effect Monster,LIGHT,Fairy,2000,1600,"You can Set this card from your hand to your Spell & Trap Card Zone as a Spell Card. During your opponent's turn, when this Set card in the Spell & Trap Card Zone is destroyed and sent to your Graveyard: Special Summon it. If this card is Special Summoned during your opponent's turn: You can target 1 ""Artifact"" monster in your Graveyard; Set that target to your Spell & Trap Card Zone as a Spell Card."
Artifact Labrys,Effect Monster,LIGHT,Fairy,2300,1000,"You can Set this card from your hand to your Spell & Trap Card Zone as a Spell Card. When this Set card in your Spell & Trap Card Zone is destroyed and sent to the Graveyard during your opponent's turn: Special Summon this card. When an ""Artifact"" card(s) is destroyed and sent to your Graveyard (except during the Damage Step): You can Special Summon this card from your hand."
Artifact Lancea,Effect Monster,LIGHT,Fairy,1700,2300,"You can Set this card from your hand to your Spell & Trap Card Zone as a Spell Card. During your opponent's turn, if this Set card in the Spell & Trap Card Zone isdestroyed and sent to your Graveyard: Special Summon it. During your opponent's turn: You can Tribute this card from your hand or face-up from your side of the field; neither player can banish cards for the rest of this turn. (this is a Quick Effect)."
Artifact Mjollnir,Effect Monster,LIGHT,Fairy,1300,1800,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. If this card is Special Summoned during your opponent's turn: Target 1 ""Artifact"" monster in your GY; Special Summon it in Defense Position, also you cannot Special Summon monsters until the end of the next turn, except ""Artifact"" monsters. You can only use this effect of ""Artifact Mjolnir"" once per turn."
Artifact Moralltach,Effect Monster,LIGHT,Fairy,2100,1400,"You can Set this card from your hand to your Spell & Trap Card Zone as a Spell Card. During your opponent's turn, when this Set card in the Spell & Trap Card Zone is destroyed and sent to your Graveyard:Special Summon it. If this card is Special Summoned during your opponent's turn: You can destroy 1 face-up card your opponentcontrols."
Artifact Scythe,Effect Monster,LIGHT,Fairy,2200,900,"You can Set this card from your hand to your Spell & Trap Card Zoneas a Spell Card. During your opponent's turn, when this Set card in the Spell & Trap Card Zone is destroyed and sent to your Graveyard:Special Summon it. If this card is Special Summoned during your opponent's turn: Your opponent cannot Special Summon monstersfrom the Extra Deck for the rest of this turn."
Artifact Vajra,Effect Monster,LIGHT,Fairy,1800,1900,"You can Set this card from your hand to your Spell & Trap Zone as a Spell Card. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your Graveyard: Special Summon it. If this card is Special Summoned during your opponent's turn: Destroy all cards in your Spell & Trap Zones. When an opponent's monster declares a direct attack: You can Special Summon this card from your hand."
"Ascator, Dawnwalker",Effect Monster,EARTH,Spellcaster,2300,1500,"You can discard 1 card; Special Summon this card from your hand in Defense Position, then you can Special Summon 1 ""Fire Ant Ascator"" from your hand or Deck. You cannot Special Summon monsters from the Extra Deck the turn you activate this effect, except Synchro Monsters. You can only use this effect of ""Ascator, Dawnwalker"" once per turn."
Assault Blackwing - Kunai the Drizzle,Effect Monster,DARK,Winged Beast,2100,1600,"You can Special Summon this card (from your hand) by Tributing 1 ""Blackwing"" monster. If Summoned this way, this card is treated as a Tuner monster. Once per turn: You can target 1 Synchro Monster you control, and declare a Level from 1 to 8; it becomes that Level until the end of this turn."
Astra Ghouls,Effect Monster,EARTH,Zombie,0,2000,"When this card is Normal Summoned: You can target 1 Level 4 or lower monster in your GY; Special Summon it in Defense Position, but its effects are negated, also banish it during the End Phase. Once per turn: You can roll a six-sided die, and the face-up monsters you currently control become the Level equal to the result, until the end of this turn."
B.E.S. Crystal Core,Effect Monster,WATER,Machine,2100,1000,"When this card is Normal Summoned, put 3 counters on it. This card cannot be destroyed by battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If you cannot, destroy it. Once per turn, during your Main Phase, you can change 1 face-up Attack Position monster your opponent controls to face-up Defense Position."
Background Dragon,Effect Monster,DARK,Dragon,1600,1800,"If this card is in your GY and you control no cards: You can Special Summon both this card, and 1 Level 4 or lower Dragon monster from your hand in Defense Position, but banish this card when it leaves the field. You can only use this effect of ""Background Dragon"" once per turn."
Backup Warrior,Effect Monster,EARTH,Warrior,2100,0,Cannot be Normal Summoned or Set. Must first be Special Summoned (from you hand) while the only monsters you control are 2 Defense Position monsters. You cannot Synchro Summon the turn you Special Summon this card.
Batteryman Charger,Effect Monster,LIGHT,Thunder,1800,1200,"When this card is Normal Summoned, you can Special Summon 1 ""Batteryman"" monster, except ""Batteryman Charger"", from your hand or Deck. This card gains 300 ATK and DEF for each Thunder-Type monster you control."
Berfomet,Effect Monster,DARK,Fiend,1400,1800,"When this card is Normal or Flip Summoned, you can add 1 ""Gazelle the King of Mythical Beasts"" from your Deck to your hand."
Big Piece Golem,Effect Monster,EARTH,Rock,2100,0,"If your opponent controls a monster and you control no monster, you can Normal Summon this card without Tributing."
Big-Tusked Mammoth,Effect Monster,EARTH,Beast,2000,1000,"Monsters on your opponent's side of the field cannot attack during the same turn that they are Normal Summoned, Flip Summoned, or Special Summoned."
Blackwing - Boreas the Sharp,Effect Monster,DARK,Winged Beast,1300,900,"You can remove from play this card from your Graveyard to select 1 face-up ""Blackwing"" monster you control. If that monster battles with an opponent's monster this turn, it cannot be destroyed by battle and you take no Battle Damage from that battle. After damage calculation, destroy the opponent's monster that battled with the selected monster."
Blackwing - Brisote the Tailwind,Effect Monster,DARK,Winged Beast,1200,1800,"If 2 or more ""Blackwing"" monsters you control are destroyed in the same turn, you can Special Summon this card from your hand. If this card is sent to the graveyard as a Synchro Material Monster, you gain 600 Life Points."
Blackwing - Sirocco the Dawn,Effect Monster,DARK,Winged Beast,2000,900,"If your opponent controls a monster and you control no monsters, you can Normal Summon or Set this card without Tributes. Once per turn: You can target 1 face-up ""Blackwing"" monster you control; until the End Phase, it gains ATK equal to the total ATK of all face-up ""Blackwing"" monsters currently on the field, except itself. Monsters other than that target cannot attack during the turn you activate this effect."
Blue Dragon Ninja,Effect Monster,WATER,Sea Serpent,2100,1200,"Once per turn, during either player's turn: You can discard 1 ""Ninja"" monster and 1 ""Ninjitsu Art"" card to target 1 face-up monster your opponent controls; this turn, that monster's effects are negated, also that monster cannot attack."
Boot Staggered,Effect Monster,LIGHT,Cyberse,2300,500,"When a Cyberse monster is Normal Summoned to your field: You can Special Summon this card from your hand. You can only use this effect of ""Boot Staggered"" once per turn. When this card inflicts battle damage to your opponent: You can Special Summon 1 ""Stag Token"" (Cyberse/EARTH/Level 1/ATK 0/DEF 0)."
Brotherhood of the Fire Fist - Coyote,Effect Monster,FIRE,Beast-Warrior,2000,500,"If you control a ""Fire Formation"" Spell/Trap Card, and no monsters, you can Special Summon this card (from your hand)."
Brotherhood of the Fire Fist - Panda,Effect Monster,FIRE,Beast-Warrior,2100,400,"If you activate a ""Fire Formation"" Spell/Trap Card (except during the Damage Step): You can Special Summon this card from your hand, then you can Special Summon 1 ""Fire Fist"" monster from your GY, except ""Brotherhood of the Fire Fist - Panda"", also you cannot Special Summon monsters for the rest of this turn, except ""Fire Fist"" monsters. If a ""Fire Fist"" monster(s) you control would be destroyed by your opponent's card effect, you can send 1 face-up ""Fire Formation"" Spell/Trap you control to the GY instead. You can only use each effect of ""Brotherhood of the Fire Fist - Panda"" once per turn."
Brotherhood of the Fire Fist - Swallow,Effect Monster,FIRE,Beast-Warrior,2000,800,"You can Special Summon this card (from your hand) by sending 3 face-up ""Fire Formation"" Spell/Trap Cards you control to the Graveyard. When this card is Normal or Special Summoned: You can Set 1 ""Fire Formation"" Trap Card directly from your Deck. You can only use this effect of ""Brotherhood of the Fire Fist - Swallow"" once per turn. Face-up Beast-Warrior-Type monsters cannot be targeted by your opponent's card effects."
Byser Shock,Effect Monster,DARK,Fiend,800,600,"When this card is Normal Summoned, Flip Summoned, or Special Summoned, return all Set cards on the field to their owner's respective hands."
Cannon Soldier MK-2,Effect Monster,EARTH,Machine,1900,1200,You can Tribute 2 monsters to inflict 1500 damage to your opponent.
Capacitor Stalker,Effect Monster,LIGHT,Cyberse,2000,1000,"When this card is Normal Summoned: You can target 1 other Cyberse monster you control; while this face-up monster is on the field, that monster gains 800 ATK. If this card in the Monster Zone is destroyed by a card effect and sent to the GY: Each player takes 800 damage. You can only use this effect of ""Capacitor Stalker"" once per turn."
Catapult Turtle,Effect Monster,WATER,Aqua,1000,2000,You can Tribute 1 monster; inflict damage to your opponent equal to half the Tributed monster's ATK on the field.
"Celestia, Lightsworn Angel",Effect Monster,LIGHT,Fairy,2300,200,"When you Tribute Summon this card by Tributing a ""Lightsworn"" monster, you can send the top 4 cards of your Deck to the Graveyard to destroy up to 2 cards your opponent controls."
Chronomaly Moai,Effect Monster,EARTH,Rock,1800,1600,"If you control a face-up ""Chronomaly"" monster, you can Special Summon this card (from your hand) in face-up Defense Position."
Chronomaly Moai Carrier,Effect Monster,EARTH,Rock,900,1800,"If your opponent controls a card and you control no cards, you can Special Summon this card (from your hand)."
Chronomaly Tula Guardian,Effect Monster,EARTH,Rock,1800,900,"If there is a face-up Field Spell Card on the field, you can Special Summon this card (from your hand). You can only control 1 ""Chronomaly Tula Guardian""."
Chronomaly Winged Sphinx,Effect Monster,EARTH,Rock,1600,1900,"When this card is Normal Summoned: You can target 1 Level 5 ""Chronomaly"" monster in your Graveyard; Special Summon that target. You cannot Special Summon monsters the turn you activate this effect, except ""Chronomaly"" monsters."
Cloudian - Nimbusman,Effect Monster,WATER,Fairy,1000,1000,"This card cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. You can Tribute any number of WATER monsters for the Tribute Summon of this card. When this card is Tribute Summoned, place 1 Fog Counter on it for each WATER monster you Tributed. This card gains 500 ATK for each Fog Counter on the field."
Combo Master,Effect Monster,WIND,Warrior,2200,1500,"If a Chain (of 2 or more Links) occurred in your Main Phase 1, this card can attack twice during the Battle Phase this turn."
"Confronting the ""C""",Effect Monster,EARTH,Insect,1100,2500,"When your opponent Special Summons a monster from the Extra Deck: You can Special Summon this card from your hand. If you do, this card is unaffected by monster effects that target this card."
Constellar Virgo,Effect Monster,LIGHT,Fairy,2300,1600,"When this card is Normal Summoned: You can Special Summon 1 Level 5 ""Constellar"" monster from your hand in face-up Defense Position."
Constellar Zubeneschamali,Effect Monster,LIGHT,Machine,2100,1400,"When this card is Normal or Special Summoned: You can add 1 ""Constellar"" monster from your Deck to your hand."
Curse of Dragonfire,Effect Monster,DARK,Dragon,2000,1500,"If this card is Normal or Special Summoned: You can target 1 Field Spell Card on the field; destroy it. Once per turn: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters you control as Fusion Materials, including this card."
Cyber Dragon,Effect Monster,LIGHT,Machine,2100,1600,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand)."
Cyber Ogre,Effect Monster,EARTH,Machine,1900,1200,"By discarding this card from your hand to the Graveyard, negate 1 battle involving a ""Cyber Ogre"" on your side of the field, and it gains 2000 ATK until the end of its next battle. This effect can be activated during either player's turn."
Cyber Shark,Effect Monster,WATER,Fish,2100,2000,"If you control a WATER monster, you can Normal Summon this card without Tributing."
Cyber Tutubon,Effect Monster,EARTH,Warrior,1800,1600,You can Special Summon this card (from your hand) by Tributing 1 Warrior or Fairy-Type monster from your hand or field. If this card is Tributed for a Ritual Summon: You can target 1 Ritual Spell Card in your Graveyard; add it to your hand.
D.D.M. - Different Dimension Master,Effect Monster,LIGHT,Spellcaster,1700,1500,"Once per turn, you can discard 1 Spell Card to Special Summon 1 of your removed from play monsters."
D/D Pandora,Effect Monster,DARK,Fiend,1700,2100,"When this card is destroyed by battle and sent to the Graveyard, or when this card in your possession is destroyed by an opponent's card effect and sent to your Graveyard, if you control no cards: You can draw 2 cards."
Dark Angel,Effect Monster,DARK,Fairy,0,0,"When your Fairy monster is targeted for an attack: You can Tribute it and send this card from your hand to the GY, then target 1 face-up monster you control; change the attack target to your targeted monster, and if you do, it gains ATK equal to the original ATK of the Tributed monster, until the end of this turn."
Dark General Freed,Effect Monster,DARK,Warrior,2300,1700,This card cannot be Special Summoned. Negate the effect of any Spell Card that targets a DARK monster you control and destroy it. You can add 1 Level 4 DARK monster from your Deck to your hand instead of conducting a normal draw in your Draw Phase.
Dark Scorpion - Gorg the Strong,Effect Monster,DARK,Warrior,1800,1500,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:"
,,,,,,Target 1 monster your opponent controls; return that target to the top of the Deck.
,,,,,,Send the top card of their Deck to the Graveyard.
Dark Summoning Beast,Effect Monster,DARK,Fiend,0,0,"You can Tribute this card; Special Summon 1 ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", or ""Raviel, Lord of Phantasms"" from your hand or Deck, ignoring its Summoning conditions, also monsters you control cannot attack for the rest of this turn. You can only use this effect of ""Dark Summoning Beast"" once per turn. You can banish this card from your Graveyard; add 1 ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", or ?Raviel, Lord of Phantasms"" from your Deck to your hand."
Darkflare Dragon,Effect Monster,DARK,Dragon,2400,1200,"You can Special Summon this card (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. Once per turn: You can send 1 Dragon-Type monster from your hand and 1 Dragon-Type monster from your Deck to the Graveyard, then target 1 card in either player's Graveyard; banish that target."
Darklord Edeh Arae,Effect Monster,DARK,Fairy,2300,2000,"If this card is Special Summoned from the Graveyard, it gains the following effect."
,,,,,,"If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent."
Darklord Marie,Effect Monster,DARK,Fiend,1700,1200,"Once per turn, during your Standby Phase: You gain 200 LP. This card must be in the Graveyard to activate and to resolve this effect."
Darknight Parshath,Effect Monster,DARK,Fairy,1900,1400,"When this card destroys an opponent's monster, you can remove from play 1 DARK monster from your Graveyard to draw 1 card. This card gains 100 ATK for each DARK monster in your Graveyard."
Deepsea Warrior,Effect Monster,WATER,Warrior,1600,1800,"As long as Umi"" is face-up on the field, this card is unaffected by any Spell Cards."""
Depth Shark,Effect Monster,WATER,Fish,1400,0,"If you control no monsters, you can Normal Summon this card without Tributing. Once per turn, during your opponent's Standby Phase: This card's ATK becomes double its current ATK until the end of this turn."
Des Frog,Effect Monster,WATER,Aqua,1900,0,"When this card is Tribute Summoned successfully, you can Special Summon ""Des Frog""(s) from your hand or Deck up to the same number of ""T.A.D.P.O.L.E.""(s) in your Graveyard."
Destiny HERO - Dynatag,Effect Monster,DARK,Warrior,1000,1000,"During damage calculation (in either player's turn) when you would take battle damage: You can discard this card; make yourself take no battle damage from that battle, and if you do, each player takes 1000 damage. You can banish this card from your Graveyard, then target 1 ""Destiny HERO"" monster you control; it gains 1000 ATK until the end of your opponent's next turn."
Diabound Kernel,Effect Monster,DARK,Fiend,1800,1200,"When this card declares an attack: It gains 600 ATK. During either player's turn: You can target 1 face-up monster your opponent controls; it loses ATK equal to this card's current ATK until the end of this turn, then banish this card until the Standby Phase of the next turn. You can only use this effect of ""Diabound Kernel"" once per turn."
Different Dimension Dragon,Effect Monster,LIGHT,Dragon,1200,1500,This card cannot be destroyed by the effect of a Spell or Trap Card that does not target it. This card is not destroyed as a result of battle against a monster with an ATK of 1900 or less.
Dinowrestler Martial Anga,Effect Monster,EARTH,Dinosaur,1600,0,"During damage calculation, when your ""Dinowrestler"" monster battles a monster with an equal or higher ATK (Quick Effect): You can send this card from your hand to the GY; your battling monster cannot be destroyed by that battle, also end the Battle Phase after the Damage Step. Once per turn, during the End Phase, if this card is in the GY because it was sent there to activate this effect this turn, and your opponent controls more monsters than you do: You can Special Summon this card."
Dinowrestler Rambrachio,Effect Monster,EARTH,Dinosaur,1600,0,"When your ""Dinowrestler"" monster inflicts battle damage to your opponent: You can Special Summon this card from your hand in Defense Position. You can only use this effect of ""Dinowrestler Rambrachio"" once per turn. Your opponent cannot target other ""Dinowrestler"" monsters you control with card effects."
Disenchanter,Effect Monster,LIGHT,Spellcaster,2000,2300,"Once per turn, you can remove 1 Spell Counter from anywhere on the field to return 1 face-up Spell Card to its owner's hand."
Divine Dragon - Excelion,Effect Monster,LIGHT,Dragon,1500,900,"When this card is Normal Summoned, it gets 1 of the following effects for each ""Divine Dragon - Excelion"" in your Graveyard when this effect resolves (your choice). These effects cannot accumulate."
,,,,,,Increase the ATK of this card by 1000 points.
,,,,,,"If this card destroys your opponent's monster as a result of battle, it can attack once again in a row."
,,,,,,"When this card destroys a monster as a result of battle and sends it to the Graveyard, inflict damage to your opponent's Life Points equal to the ATK of the destroyed monster."
Divine Dragon Aquabizarre,Effect Monster,WATER,Sea Serpent,2100,1500,"Once per turn, you can Tribute 1 other face-up WATER monster and select 1 Continuous or Field Spell Card in your Graveyard to return it to the top of your Deck."
Dragon Ice,Effect Monster,WATER,Dragon,1800,2200,"When your opponent Special Summons a monster (except during the Damage Step): You can discard 1 card; Special Summon this card from your hand or Graveyard. There can only be 1 face-up ""Dragon Ice"" on the field."
Dragunity Angusticlavii,Effect Monster,WIND,Winged Beast,2100,1000,"f this card is equipped with a Dragon-Type ""Dragunity"" monster, during battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent."
Dragunity Primus Pilus,Effect Monster,WIND,Winged Beast,2200,1600,"When this card is Normal or Special Summoned, you can select 1 face-up Winged Beast-Type ""Dragunity"" monster you control. Equip 1 Level 3 or lower Dragon-Type ""Dragunity"" monster from your Deck to that monster as an Equip Card."
Duoterion,Effect Monster,WATER,Dinosaur,2000,1400,"You can discard this card; add 1 ""Bonding"" Spell/Trap from your Deck to your hand. If this card is Normal or Special Summoned: You can target 1 ""Hydrogeddon"", ""Oxygeddon"", or ""Duoterion"" in your GY; Special Summon it. You can only use each effect of ""Duoterion"" once per turn."
Eagle Shark,Effect Monster,WATER,Fish,1000,1800,"If your opponent controls 2 or more monsters, you can Normal Summon this card without Tributing. If you control ""Panther Shark"", you can Special Summon this card (from your hand). You can only control 1 ""Eagle Shark""."
Earth Armor Ninja,Effect Monster,EARTH,Warrior,1600,1200,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand)."
Earthquake Giant,Effect Monster,EARTH,Rock,1600,2100,"Once per turn, when the battle position of this card is changed, you can select 1 monster your opponent controls and change its battle position."
Elegy the Melodious Diva,Effect Monster,LIGHT,Fairy,2000,1200,"Special Summoned ""Melodious"" monsters you control cannot be destroyed by card effects. If this card was Special Summoned, allFairy-Type monsters you control gain 300 ATK."
Elemental HERO Necroshade,Effect Monster,DARK,Warrior,1600,1800,"Once, while this card is in the Graveyard, you can Normal Summon 1 Level 5 or higher ""Elemental HERO"" monster from your hand without Tributes."
Emperor of Prophecy,Effect Monster,DARK,Spellcaster,2300,2000,"You can banish both 1 face-up Spellcaster-Type monster you control, except this card, and 1 ""Spellbook"" Spell Card from your Graveyard to target 1 face-up monster your opponent controls; take control of it until the End Phase. You can only use the effect of ""Emperor of Prophecy"" once per turn. This card cannot attack the turn you activate this effect."
Enraged Muka Muka,Effect Monster,EARTH,Rock,1200,600,Increase the ATK and DEF of this card by 400 points for each card in your hand.
Evil HERO Sinister Necrom,Effect Monster,DARK,Fiend,1600,1800,"You can banish this card from your GY; Special Summon 1 ""Evil HERO"" monster from your hand or Deck, except ""Evil HERO Sinister Necrom"". You can only use this effect of ""Evil HERO Sinister Necrom"" once per turn."
Evilswarm Golem,Effect Monster,DARK,Rock,2150,1250,Once per turn: You can target 1 Level 5 or higher non-DARK monster on the field; destroy that target.
Evolsaur Darwino,Effect Monster,FIRE,Dinosaur,2200,700,"When this card is Special Summoned by the effect of an ""Evoltile"" monster: You can target 1 face-up monster on the field; increase that target's Level by up to 2."
"Exa, Enforcer of the Nekroz",Effect Monster,WATER,Dragon,2000,1000,"If this card is Tributed by a card effect: You can add 1 Dragon-Type ""Nekroz"" Ritual Monster from your Deck to your hand. If this card is banished: You can target 1 of your banished ""Nekroz"" monsters, except this card; Special Summon that monster. You can only use 1 ""Exa, Enforcer of the Nekroz"" effect per turn, and only once that turn."
Fantastic Striborg,Effect Monster,WIND,Machine,2200,2200,Monsters Tributed for the face-up Tribute Summon of this card are returned to the hand instead of going to the GY. Once per turn: You can discard 1 card; return all cards your opponent controls in this card's column to the hand.
Final Psychic Ogre,Effect Monster,EARTH,Psychic,2200,1700,"If this card destroys an opponent's monster by battle, you can pay 800 Life Points to select 1 Psychic-Type monster in your Graveyard, and add it to your hand."
Flamvell Fiend,Effect Monster,FIRE,Fiend,2100,1200,"When this card inflicts Battle Damage to your opponent, inflict 200 damage to your opponent for each Pyro-Type monster in your Graveyard."
Flying Saucer Muusik'I,Effect Monster,LIGHT,Machine,1000,2000,"While this card is face-up on the field, you can select and add 1 ""Alien"" card from your Deck to your hand instead of conducting your normal draw during your Draw Phase."
Fortune Fairy Ann,Effect Monster,DARK,Spellcaster,0,0,"When you draw this card: You can reveal it; Special Summon it from your hand. If this card is Special Summoned from the hand: You can banish 1 Spellcaster monster from your Deck. You can only use each effect of ""Fortune Fairy Ann"" once per turn."
Fortune Lady Dark,Effect Monster,DARK,Spellcaster,?,?,"This card's ATK and DEF are equal to its Level x 400. During each of your Standby Phases, increase the Level of this card by 1 (max 12). When a face-up ""Fortune Lady"" monster you control destroys an opponent's monster by battle and sends it to the Graveyard, you can select and Special Summon 1 ""Fortune Lady"" monster from your Graveyard."
Freed the Matchless General,Effect Monster,EARTH,Warrior,2300,1700,Negate the effect of any Spell Card that targets this card and destroy it. You can add 1 Level 4 or lower Warrior-Type monster from your Deck to your hand instead of conducting a normal draw in your Draw Phase.
Galaxy Soldier,Effect Monster,LIGHT,Machine,2000,0,"You can send 1 other LIGHT monster from your hand to the Graveyard; Special Summon this card from your hand in Defense Position. When this card is Special Summoned: You can add 1 ""Galaxy"" monster from your Deck to your hand. You can only use this effect of ""Galaxy Soldier"" once per turn."
Ganbara Lancer,Effect Monster,LIGHT,Warrior,1000,2000,"When this card is Normal Summoned: You can Special Summon 1 ""Ganbara Lancer"" from your hand or Graveyard in face-up Defense Position."
Garbage Lord,Effect Monster,DARK,Fiend,0,2400,"You can Special Summon this card (from your hand) by paying 2000 Life Points. This card cannot be used as an Xyz Material for an Xyz Summon, except for the Xyz Summon of a DARK monster."
Gazer Shark,Effect Monster,WATER,Fish,1000,1900,"You can banish this card from your Graveyard, then target 2 Level 5 WATER monsters in your Graveyard, except ""Gazer Shark""; Special Summon both those monsters, but their effects are negated. Immediately after this effect resolves, Xyz Summon 1 WATER Xyz Monster using only those 2 monsters. You can only use this effect of ""Gazer Shark"" once per turn."
Genex Ally Reliever,Effect Monster,DARK,Machine,2200,1000,"When the activation of an opponent's Spell Card, Trap Card, or Effect Monster's effect is negated, you can Special Summon this card from your hand."
Genex Furnace,Effect Monster,FIRE,Pyro,2000,1300,"If you control a face-up ""Genex Controller"", you can Normal Summon this card without Tributing."
Ghost Knight of Jackal,Effect Monster,EARTH,Beast-Warrior,1700,1600,You can Special Summon an opponent's monster that is destroyed and sent to the Graveyard by this card as a result of battle to your side of the field in face-up Defense Position.
Ghost Ship,Effect Monster,LIGHT,Fiend,1900,1000,Cannot be Normal Summoned or Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT monster from your Graveyard.
