Card Name,Type,Attribute   ,Sub Type    ,ATK    ,DEF    ,Card Text
Blue-Eyes Alternative White Dragon,Effect Monster,LIGHT,Dragon,3000,2500,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by revealing ""Blue-Eyes White Dragon"" in your hand. You can only Special Summon ""Blue-Eyes Alternative White Dragon"" once per turn this way. This card's name becomes ""Blue-Eyes White Dragon"" while it is on the field or in the Graveyard. Once per turn: You can target 1 monster your opponent controls; destroy it. This card cannot attack the turn this effect is activated."
Blue-Eyes Solid Dragon,Effect Monster,LIGHT,Dragon,2500,2000,"If this card is Normal or Special Summoned: You can target 1 face-up monster your opponent controls; negate its effects. When your opponent activates a card or effect (Quick Effect): You can shuffle this card from the field into the Deck, and if you do, Special Summon 1 ""Blue-Eyes White Dragon"" from your Deck. You can only use each effect of ""Blue-Eyes Solid Dragon"" once per turn."
Bonfire Colossus,Effect Monster,FIRE,Beast-Warrior,2600,2200,"If you control a FIRE monster, you can Special Summon this card (from your hand). When this card is Special Summoned: Target 2 FIRE monsters you control; destroy those targets."
Boot-Up Admiral - Destroyer Dynamo,Effect Monster,EARTH,Machine,2500,2500,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 2 ""Gadget"" Monster Cards from your hand and/or face-up field to the GY. Cannot be destroyed by battle or card effects while you control a ""Gadget"" monster or a ""Gadget"" Monster Card equipped to a monster. Once per turn: You can target 1 other card on the field; destroy it."
Caius the Mega Monarch,Effect Monster,DARK,Fiend,2800,1000,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: Target 1 card on the field; banish it, and if you do, inflict 1000 damage to your opponent, then, if it is a DARK Monster Card, banish all cards with that name from the hand, Main Deck, Extra Deck, and Graveyard of the player who controlled it. If this card was Tribute Summoned by Tributing a DARK monster, add this additional effect."
,,,,,,"You can target 2 cards, instead."
Cataclysmic Crusted Calcifida,Effect Monster,EARTH,Fairy,2600,200,"If a face-up EARTH monster(s) you control is destroyed by battle or an opponent's card effect: You can Special Summon this card from your hand, then, you can send 1 monster from your Deck to the GY. You can only use this effect of ""Cataclysmic Crusted Calcifida"" once per turn."
Cataclysmic Cryonic Coldo,Effect Monster,WIND,Fairy,2600,200,"If a face-up WIND monster(s) you control is destroyed by battle or an opponent's card effect: You can Special Summon this card from your hand, then, you can place 1 Spell/Trap from the field on top of the Deck. You can only use this effect of ""Cataclysmic Cryonic Coldo"" once per turn."
Cataclysmic Scorching Sunburner,Effect Monster,FIRE,Fairy,2600,200,"If a face-up FIRE monster(s) you control is destroyed by battle or an opponent's card effect: You can Special Summon this card from your hand, then, you can inflict damage to your opponent equal to half the ATK of 1 of those destroyed FIRE monsters in your GY. You can only use this effect of ""Cataclysmic Scorching Sunburner"" once per turn."
Chaos Dragon Levianeer,Effect Monster,DARK,Dragon,3000,0,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 3 LIGHT and/or DARK monsters from your GY. When Summoned this way: You can apply this effect, based on the Attribute(s) of monsters banished for the Special Summon, also this card cannot attack for the rest of this turn."
,,,,,,Only LIGHT: Special Summon 1 monster from your GY in Defense Position.
,,,,,,Only DARK: Shuffle 1 random card from your opponent's hand into the Deck.
,,,,,,Both LIGHT and DARK: Destroy up to 2 cards on the field.
,,,,,,"You can only use this effect of ""Chaos Dragon Levianeer"" once per turn."
Chaos Emperor Dragon - Envoy of the End,Effect Monster,DARK,Dragon,3000,2500,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. You can pay 1000 Life Points; send all cards in both players' hands and on the field to the Graveyard, then inflict 300 damage to your opponent for each card sent to the Graveyard by this effect."
"Chirubime, Princess of Autumn Leaves",Effect Monster,EARTH,Plant,1800,2800,"Your opponent cannot target face-up Plant-Type monsters for attacks, except this one. If this card in your possession is sent to your Graveyard by your opponent's card (either by battle or by card effect): You can Special Summon 1 Plant-Type monster from your Deck, except ""Chirubime, Princess of Autumn Leaves""."
Clear Vice Dragon,Effect Monster,DARK,Dragon,?,0,"You are unaffected by the effects of ""Clear World"". If this card attacks an opponent's monster, the ATK of this card becomes twice the ATK of the attack target, during damage calculation only. If this card would be destroyed by an opponent's card effect, you can discard 1 card instead."
Cloudian - Eye of the Typhoon,Effect Monster,WIND,Aqua,3000,1000,"This card cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. When this card declares an attack change the battle position of all face-up monsters, except ""Cloudian"" monsters."
Coach Captain Bearman,Effect Monster,FIRE,Beast-Warrior,2600,2700,"You can Normal Summon this card without Tributing, but its original ATK becomes 1300. Once per turn: You can make all Level 4 Beast-Warrior-Type monsters you currently control become Level 8 until the End Phase. This card cannot be used as an Xyz Material for an Xyz Summon, except for the Xyz Summon of a FIRE Warrior-Type monster."
Cracking Dragon,Effect Monster,DARK,Machine,3000,0,"Cannot be destroyed by battle with a monster with equal or lower Level. When your opponent Normal or Special Summons exactly 1 monster (and no other monsters are Summoned) while this monster is on the field: You can make that monster lose ATK equal to its Level x 200 (until the end of this turn), and if you do, inflict damage to your opponent equal to the ATK lost by this effect."
Curse Necrofear,Effect Monster,DARK,Fiend,2800,2200,"Cannot be Normal Summoned/Set. Must be Special Summoned by a card effect. You can target 3 of your banished Fiend monsters; Special Summon this card from your hand, and if you do, shuffle those banished monsters into the Deck. During the End Phase, if this card is in the GY because it was destroyed in your Monster Zone by an opponent's card and sent there this turn: Special Summon this card from your GY, then, you can destroy cards your opponent controls, up to the number of face-up Spells/Traps you control with different names. You can only use each effect of ""Curse Necrofear"" once per turn."
Danger! Bigfoot!,Effect Monster,DARK,Beast,3000,0,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger! Bigfoot!"", Special Summon 1 ""Danger! Bigfoot!"" from your hand, and if you do, draw 1 card. If this card is discarded: You can target 1 face-up card your opponent controls; destroy it. You can only use this effect of ""Danger! Bigfoot!"" once per turn."
Danger! Ogopogo!,Effect Monster,DARK,Sea Serpent,1200,3000,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger! Ogopogo!"", Special Summon 1 ""Danger! Ogopogo!"" from your hand, and if you do, draw 1 card. If this card is discarded: You can send 1 ""Danger!"" card from your Deck to the GY, except ""Danger! Ogopogo!"". You can only use this effect of ""Danger! Ogopogo!"" once per turn."
Danger! Thunderbird!,Effect Monster,DARK,Winged Beast,2800,2400,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger! Thunderbird!"", Special Summon 1 ""Danger! Thunderbird!"" from your hand, and if you do, draw 1 card. If this card is discarded: You can target 1 Set card your opponent controls; destroy it. You can only use this effect of ""Danger! Thunderbird!"" once per turn."
Dark Horus,Effect Monster,DARK,Dragon,3000,1800,"Once per turn, if a Spell Card is activated during your opponent's Main Phase: You can target 1 Level 4 DARK monster in your Graveyard; Special Summon that target. You must control this face-up card to activate and to resolve this effect."
Dark Lucius LV8,Effect Monster,EARTH,Fiend,2800,900,"If this card was Special Summoned by the effect of ""Dark Lucius LV6"", your opponent's monsters that this card destroys by battle are removed from play, and their effects are negated."
Dark Magician of Chaos,Effect Monster,DARK,Spellcaster,2800,2600,"When this card is Normal or Special Summoned: You can target 1 Spell Card in your Graveyard; add that target to your hand. Banish any monster destroyed by battle with this card. If this face-up card would leave the field, banish it instead."
Dark Necrofear,Effect Monster,DARK,Fiend,2200,2800,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 3 Fiend-Type monsters in your Graveyard. If this card is destroyed by battle, or by your opponent's card effect while it is a Monster Card, equip it to a monster your opponent controls during the End Phase of this turn. Take control of the equipped monster."
Dark Nephthys,Effect Monster,DARK,Winged Beast,2400,1600,"If this card is in your hand and there are 3 or more DARK monsters in your Graveyard, you can remove from play 2 of them to send it to the Graveyard. If this card is sent to the Graveyard by this effect, Special Summon it during your next Standby Phase. When this card is Special Summoned, destroy 1 Spell or Trap Card."
Dark Voltanis,Effect Monster,DARK,Fairy,2800,1400,"After 1 Counter Trap Card you control has been activated and has resolved, you can Tribute 1 DARK monster to Special Summon this card from your hand. If this card is Special Summoned in this way, destroy 1 card on the field."
"Darkest Diabolos, Lord of the Lair",Effect Monster,DARK,Dragon,3000,2000,"Your opponent cannot Tribute this face-up card on the field,and cannot target it with card effects. You can only use each of these effects of ""Darkest Diabolos, Lord of the Lair"" once per turn."
,,,,,,If a DARK monster(s) you control is Tributed (except during the Damage Step): You can Special Summon this card from your GY (if it was there when youTributed) or hand (even if not).
,,,,,,You can Tribute 1 DARK monster; your opponent places 1 card from their hand on either the top or bottom of their Deck.
Darklord Asmodeus,Effect Monster,DARK,Fairy,3000,2500,"Cannot be Special Summoned from the Deck or Graveyard. Once per turn: You can send 1 Fairy-Type monster from your Deck to the Graveyard. When this card you control is destroyed and sent to your Graveyard: Special Summon 1 ""Asmo Token"" (Fairy-Type/DARK/Level 5/ATK 1800/DEF 1300) and 1 ""Deus Token"" (Fairy-Type/DARK/Level 3/ATK 1200/DEF 1200). ""Asmo Token"" cannot be destroyed by card effects. ""Deus Token"" cannot be destroyed by battle."
Darklord Superbia,Effect Monster,DARK,Fairy,2900,2400,"When this card is Special Summoned from the Graveyard: You can target 1 Fairy-Type monster in your Graveyard, except ""Darklord Superbia""; Special Summon that target."
Darklord Zerato,Effect Monster,DARK,Fairy,2800,2300,"If you have 4 or more DARK monsters with different names in your Graveyard, you can Tribute Summon this card by Tributing 1 DARK monster. You can send 1 DARK monster from your hand to the Graveyard; destroy all monsters your opponent controls. During the End Phase, if this card activated this effect this turn: Destroy this card."
Despair from the Dark,Effect Monster,DARK,Zombie,2800,3000,When this card is sent from your hand or Deck to your Graveyard by an opponent's card effect: Special Summon this card.
Desperado Barrel Dragon,Effect Monster,DARK,Machine,2800,2200,"If a face-up DARK Machine monster(s) you control is destroyed by battle or card effect: You can Special Summon this card from your hand. Once per turn, during the Battle Phase (Quick Effect): You can toss a coin 3 times; destroy face-up monsters on the field, up to the number of Heads, then if the result is 3 heads, draw 1 card. This card cannot attack the turn this effect is activated. If this card is sent to the GY: You can add 1 Level 7 or lower monster that has a coin tossing effect, from your Deck to your hand."
Destiny HERO - Dogma,Effect Monster,DARK,Warrior,3400,2400,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by Tributing 3 monsters, including at least 1 ""Destiny HERO"" monster, and cannot be Special Summoned by other ways. If you still control this face-up card during your opponent's next Standby Phase after you Special Summoned it: Halve your opponent's Life Points."
Destiny HERO - Dreadmaster,Effect Monster,DARK,Warrior,?,?,"If this card is Special Summoned by ""Clock Tower Prison"": Destroy all monsters you control, except face-up ""Destiny HERO"" monsters, then you can Special Summon up to 2 ""Destiny HERO"" monsters from your Graveyard. During any turn this card is Special Summoned, ""Destiny HERO"" monsters you control cannot be destroyed, and you take no Battle Damage when they battle. The ATK and DEF of this card are equal to the combined original ATK of all other ""Destiny HERO"" monsters you control."
Destiny HERO - Plasma,Effect Monster,DARK,Warrior,1900,600,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by Tributing 3 monsters you control, and cannot be Special Summoned by other ways. Negate the effects of all face-up monsters your opponent controls. Once per turn: You can target 1 monster your opponent controls; equip that target to this card, and this card gains ATK equal to half the ATK of that equipped monster (you can only equip 1 monster at a time to this card with this effect)."
Divine Dragon Lord Felgrand,Effect Monster,LIGHT,Dragon,2800,2800,"If this card is Special Summoned from the Graveyard: You can target 1 monster your opponent controls or in their Graveyard; banish it, and if you do, this card gains ATK and DEF equal to the banished monster's original Level/Rank x 100. If this card destroys an opponent's monster by battle: You can target 1 Level 7 or 8 Dragon-Type monster in the Graveyard, except ""Divine Dragon Lord Felgrand""; Special Summon it to your field."
Dododo Swordsman,Effect Monster,EARTH,Warrior,0,3000,"While this Flip Summoned card is face-up on the field, it gains 3500 ATK. When this card is flipped face-up: You can target up to 2 face-up monsters on the field; destroy them."
"Dogoran, the Mad Flame Kaiju",Effect Monster,FIRE,Dinosaur,3000,1200,"You can Special Summon this card (from your hand) to your opponent's side of the field in Attack Position, by Tributing 1 monster they control. If your opponent controls a ""Kaiju"" monster, you can Special Summon this card (from your hand) in Attack Position. You can only control 1 ""Kaiju"" monster. Once per turn: You can remove 3 Kaiju Counters from anywhere on the field; destroy all monsters your opponent controls. This card cannot attack the turn you activate this effect."
Doom Dozer,Effect Monster,EARTH,Insect,2800,2600,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 Insect Type monsters from your Graveyard. When this card inflicts Battle Damage to your opponent, send 1 card from the top of your opponent's Deck to the Graveyard."
Doomkaiser Dragon/Assault Mode,Effect Monster,FIRE,Zombie,2900,2000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". When this card is Special Summoned, Special Summon any number of Zombie-Type monsters from either player's Graveyard(s) to your side of the field. Those monsters' effects are negated, and they are destroyed during the End Phase this turn. When this card on the field is destroyed, you can Special Summon 1 ""Doomkaiser Dragon"" from your Graveyard."
Doomking Balerdroch,Effect Monster,DARK,Zombie,2800,2000,"During the Standby Phase, if a face-up card is in a Field Zone and this card is in your GY: You can Special Summon this card in Defense Position. You can only use this effect of ""Doomking Balerdroch"" once per turn. Once per Chain, when a Zombie monster, except ""Doomking Balerdroch"", activates its effect (except during the Damage Step) (Quick Effect): You can apply 1 of these effects (but you cannot apply that same effect of ""Doomking Balerdroch"" again this turn)."
,,,,,,Negate that effect.
,,,,,,Banish 1 monster from the field or GY.
Dragon Spirit of White,Effect Monster,LIGHT,Dragon,2500,2000,"(This card is always treated as a ""Blue-Eyes"" card.)"
,,,,,,"This card is treated as a Normal Monster while in the hand or Graveyard. When this card is Normal or Special Summoned: You can target 1 Spell/Trap Card your opponent controls; banish it. During either player's turn, if your opponent controls amonster: You can Tribute this card; Special Summon 1 ""Blue-Eyes White Dragon"" from your hand."
Dragonmaid Lorpar,Effect Monster,WIND,Dragon,2700,1700,"Cannot be destroyed by card effects while you control a Fusion Monster. You can only use each of the following effects of ""Dragonmaid Lorpar"" once per turn."
,,,,,,"You can discard this card, then target 1 face-up monster on the field; players cannot activate that target's effects on the field this turn."
,,,,,,"At the end of the Battle Phase: You can return this card to the hand, and if you do, Special Summon 1 Level 3 ""Dragonmaid"" monster from your hand."
Dragonmaid Tinkhec,Effect Monster,FIRE,Dragon,2700,1700,"Cannot be destroyed by card effects while you control a Fusion Monster. You can only use each of the following effects of ""Dragonmaid Tinkhec"" once per turn."
,,,,,,"(Quick Effect): You can discard this card, then target 1 ""Dragonmaid"" monster you control; it gains 2000 ATK until the end of this turn."
,,,,,,"At the end of the Battle Phase: You can return this card to the hand, and if you do, Special Summon 1 Level 3 ""Dragonmaid"" monster from your hand."
Dragunity Arma Leyvaten,Effect Monster,WIND,Dragon,2600,1200,"You can Special Summon this card from your hand or your Graveyard by removing from play 1 face-up monster you control equipped with a ""Dragunity"" card(s). When this card is Normal or Special Summoned, you can select 1 Dragon-Type monster in your Graveyard, except ""Dragunity Arma Leyvaten"", and equip it to this card. When this card is sent to the Graveyard by your opponent's card effect, you can select 1 of the monsters that were equipped to this card when it was sent to the Graveyard, and Special Summon that monster from the Graveyard."
Dreadscythe Harvester,Effect Monster,WIND,Insect,2300,1600,You can Tribute 1 Insect-Type monster to have this card gain 500 ATK until the end of the turn.
Dual Assembwurm,Effect Monster,DARK,Cyberse,2800,1000,"If this card is in your hand or GY: You can banish 2 other Cyberse monsters from your hand and/or face-up from your field; Special Summon this card, but its ATK becomes halved. You can only use this effect of ""Dual Assembwurm"" once per turn. Once per turn: You can banish 1 card from your hand; banish 1 monster on the field with ATK less than or equal to this card's."
Earthbound Greater Linewalker,Effect Monster,DARK,Fiend,2900,2900,"If you control a Synchro Monster(s) and have a Synchro Monster(s) in your GY: You can Special Summon this card from your hand. During your Main Phase: You can add 1 ""Earthbound Immortal"" monster from your Deck or GY to your hand. If an ""Earthbound Immortal"" monster is Normal Summoned while this monster is on the field: You can make your opponent's LP 3000. You can only use each effect of ""Earthbound Greater Linewalker"" once per turn."
Ehther the Heavenly Monarch,Effect Monster,LIGHT,Fairy,2800,1000,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: You can send 2 ""Monarch"" Spell/Trap Cards with different names from your hand and/or Deck to the Graveyard, and if you do, Special Summon1 monster with 2400 or more ATK and 1000 DEF from your Deck, but return it to the hand during the End Phase. During your opponent's Main Phase, if this card is in your hand: You can banish 1 ""Monarch"" Spell/Trap Card from your Graveyard; immediately after this effect resolves, Tribute Summon this card (this is a Quick Effect)."
Erebus the Underworld Monarch,Effect Monster,DARK,Zombie,2800,1000,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: You can send 2 ""Monarch"" Spell/Trap Cards with different names from your hand and/or Deck to the Graveyard, and if you do, shuffle 1 card from your opponent's hand (at random), Graveyard, or their side of the field into the Deck. Once per turn, during either player's Main Phase, if this card is in your Graveyard: You can discard 1 ""Monarch"" Spell/Trap Card, then target 1 monster in your Graveyard with 2400 or more ATK and 1000 DEF; add it to your hand."
Evil Dragon Ananta,Effect Monster,DARK,Reptile,?,?,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play all Reptile-Type monsters from your side of the field and Graveyard. This card's ATK and DEF are each equal to the number of Reptile-Type monsters you removed x 600. During each of your End Phases, destroy 1 card on the field."
"Exxod, Master of the Guard",Effect Monster,EARTH,Rock,0,4000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 monster on your side of the field that includes ""sphinx"" in its card name. While this card is face-up on the field, each time an EARTH monster is Flip Summoned, inflict 1000 points of damage to your opponent's Life Points."
Fabled Dianaira,Effect Monster,LIGHT,Fiend,2800,100,"You can Tribute 1 ""Fabled"" monster to Tribute Summon this card in face-up Attack Position. Once per turn, when your opponent activates a Normal Spell Card, its effect become ""Your opponent selects and discards 1 card from their hand""."
Felgrand Dragon,Effect Monster,LIGHT,Dragon,2800,2800,"This monster cannot be Special Summoned except from the Graveyard, and only if it was sent there from the field. When this card is Special Summoned, select 1 monster in your Graveyard. This card gains ATK equal to the Level of that monster x 200."
Fiendish Engine O (Omega),Effect Monster,DARK,Machine,2800,2000,"During your End Phase, Special Summon 1 ""Engine Token"" (Machine-Type/EARTH/Level 1/ATK 200/DEF 200) in Attack Position. Once per turn, you can have this card gain 1000 ATK. If you do, it is destroyed during the End Phase."
Fire King High Avatar Garunix,Effect Monster,FIRE,Winged Beast,2700,1700,"During the next Standby Phase after this card was destroyed by a card effect and sent to the Graveyard: Special Summon this card from the Graveyard. When you do: Destroy all other monsters on the field. When this card is destroyed by battle and sent to the Graveyard: Special Summon 1 ""Fire King"" monster from your Deck, except ""Fire King High Avatar Garunix""."
Flower Cardian Zebra Grass,Effect Monster,DARK,Warrior,100,100,"While you control a Level 7 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. If this card is Normal or Special Summoned: You can reveal any number of ""Flower Cardian"" monsters in your hand, shuffle them into the Deck, then draw the same number of cards."
