Card Name,Type,Attribute   ,Sub Type    ,ATK    ,DEF    ,Card Text
Darkness Neosphere,Effect Monster,DARK,Fiend,4000,4000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 1 Fiend-Type monster you control and 1 Fiend-Type monster from your hand to the Graveyard when your opponent's monster declares an attack. This card cannot be destroyed by battle. Once per turn, you can return all face-up Trap Cards you control to the hand."
Deep-Eyes White Dragon,Effect Monster,LIGHT,Dragon,0,0,"When a face-up ""Blue-Eyes"" monster(s) you control is destroyed by battle or an opponent's card effect, and you have a Dragon-Type monster in your Graveyard: You can Special Summon this card from your hand, and if you do, inflict 600 damage to your opponent for each Dragon-Type monster with different names in your Graveyard. If this card is Normal or Special Summoned: Target 1 Dragon-Type monster in your Graveyard; this card's ATK becomes equal to that monster's. If this card on the field is destroyed by a card effect: Destroy all monsters your opponent controls."
Earthbound Immortal Aslla Piscu,Effect Monster,DARK,Winged Beast,2500,2500,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. When this card is removed from the field, except by its own effect, destroy all face-up monsters your opponent controls, and inflict 800 damage to your opponent for each monster destroyed."
Earthbound Immortal Ccapac Apu,Effect Monster,DARK,Fiend,3000,2500,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. If this card destroys an opponent's monster by battle, inflict damage to your opponent equal to the destroyed monster's ATK."
Earthbound Immortal Ccarayhua,Effect Monster,DARK,Reptile,2800,1800,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. When this card is destroyed by a card effect, except by its own effect, destroy all cards on the field."
Earthbound Immortal Chacu Challhua,Effect Monster,DARK,Fish,2900,2400,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. While this card is in face-up Defense Position, your opponent cannot conduct their Battle Phase. Once per turn, you can inflict damage to your opponent equal to half the DEF of this card. This card cannot attack the turn this effect is used."
Earthbound Immortal Cusillu,Effect Monster,DARK,Beast,2800,2400,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. If this face-up card you control would be destroyed by battle, you can Tribute 1 other monster you control instead, and halve your opponent's Life Points."
Earthbound Immortal Uru,Effect Monster,DARK,Insect,3000,3000,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. Once per turn, you can Tribute 1 monster, except this card, to select and take control of 1 face-up monster your opponent controls, until the End Phase."
Earthbound Immortal Wiraqocha Rasca,Effect Monster,DARK,Winged Beast,100,100,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. When this card is Normal Summoned, return up to 3 cards you control to your Deck, except this card, and discard the same number of cards from your opponent's hand at random. This card gains 1000 ATK for each card discarded by this effect."
Eldlich the Golden Lord,Effect Monster,LIGHT,Zombie,2500,2800,"You can send this card and 1 Spell/Trap from your hand to the GY, then target 1 card on the field; send it to the GY. If this card is in your GY: You can send 1 Spell/Trap you control to the GY; add this card to your hand, then you can Special Summon 1 Zombie monster from your hand, and if you do, until the end of your opponent's turn, it gains 1000 ATK/DEF and cannot be destroyed by card effects. You can only use each effect of ""Eldlich the Golden Lord"" once per turn."
"Exodia, the Legendary Defender",Effect Monster,DARK,Spellcaster,?,?,"Cannot be Special Summoned. You can Tribute 5 monsters to Tribute Summon (but not Set) this card. This card's ATK/DEF become the combined original ATK/DEF of the Tributed monsters. If this card Summoned this way destroys a DARK Fiend monster owned by your opponent, you win the Duel at the end of the Damage Step."
Exodius the Ultimate Forbidden Lord,Effect Monster,DARK,Spellcaster,?,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by returning all monsters from your Graveyard to your Deck. When this card declares an attack, send 1 monster from your hand or Deck to the Graveyard. This card gains 1000 ATK for each Normal Monster in your Graveyard. When this card is removed from the field, remove it from play. If there are 5 different ""Forbidden One"" cards in your Graveyard that were sent there by this card's effect, you win the Duel."
Fenrir the Nordic Wolf,Effect Monster,DARK,Beast,4000,4000,"Cannot be Normal Summoned/Set. During your Main Phase 2, if an ""Aesir"" monster is on the field, you can Special Summon this card (from your hand) to your opponent's side of the field in Defense Position. If an ""Aesir"" monster is not on the field, destroy this card. At the start of your Battle Phase: Change all Defense Position monsters you control to face-up Attack Position. Both players take any battle damage involving this card."
Flower Cardian Maple with Deer,Effect Monster,DARK,Warrior,1000,1000,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Maple with Deer"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can destroy 1 Spell/Trap Card your opponent controls. Otherwise, send it to the Graveyard."
"Gabrion, the Timelord",Effect Monster,WATER,Fairy,0,0,"Cannot be Special Summoned from the Deck. If you control no monsters, you can Normal Summon this card without Tributing. Cannot be destroyed by battle or card effects. You take no battle damage from attacks involving this card. At the end of the Battle Phase, if this card battled: Shuffle as many cards your opponent controls as possible into the Deck(s), then they draw cards equal to the number shuffled into their Main Deck. Once per turn, during your Standby Phase: Shuffle this card into the Deck."
Gravekeeper's Oracle,Effect Monster,DARK,Spellcaster,2000,1500,"You can Tribute 3 monsters or 1 ""Gravekeeper's"" monster to Tribute Summon (but not Set) this card. When this card is Tribute Summoned: You can activate any of these effects, and resolve in sequence, up to the number of ""Gravekeeper's"" monsters Tributed for the Summon."
,,,,,,This card gains ATK equal to the combined Levels that all monsters Tributed for its Tribute Summon had on the field x 100.
,,,,,,Destroy all Set monsters you opponent controls.
,,,,,,All monsters your opponent currently controls lose 2000 ATK and DEF.
"Hailon, the Timelord",Effect Monster,EARTH,Fairy,0,0,"Cannot be Special Summoned from the Deck. If you control no monsters, you can Normal Summon this card without Tributing. Cannot be destroyed by battle or card effects. You take no battle damage from attacks involving this card. At the end of the Battle Phase, if this card battled: If your LP is lower than your opponent's, inflict damage to your opponent equal to the difference. Once per turn, during your Standby Phase: Shuffle this card into the Deck."
"Hamon, Lord of Striking Thunder",Effect Monster,LIGHT,Thunder,4000,4000,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by sending 3 face-up Continuous Spell Cards you control to the Graveyard, and cannot be Special Summoned by other ways. When this card destroys your opponent's monster by battle and sends it to the Graveyard: Inflict 1000 damage to your opponent. While this card is in face-up Defense Position, your opponent cannot target other monsters for attacks."
Heavy Freight Train Derricrane,Effect Monster,EARTH,Machine,2800,2000,"If an EARTH Machine-Type monster(s) is Normal or Special Summoned to your field (except during the Damage Step): You can Special Summon this card from your hand, but its original ATK and DEF become halved. You can only use this effect of ""Heavy Freight Train Derricrane"" once per turn. If this card is detached from an Xyz Monster and sent to the Graveyard to activate that monster's effect: You can target 1 card your opponent controls; destroy it."
Infernoid Onuncu,Effect Monster,FIRE,Fiend,3000,3000,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or Graveyard) by banishing 3 ""Infernoid"" monsters from your hand or Graveyard while the total Levels and Ranks of all Effect Monsters you control are 8 or lower, and cannot be Special Summoned by other ways. When this card is Special Summoned: You can destroy all other monsters on the field. Once per turn, during either player's turn, when a Spell/Trap Card or effect is activated: You can Tribute 1 monster; negate the activation, and if you do, banish that card."
"Jizukiru, the Star Destroying Kaiju",Effect Monster,LIGHT,Machine,3300,2600,"You can Special Summon this card (from your hand) to your opponent's side of the field in Attack Position, by Tributing 1 monster they control. If your opponent controls a ""Kaiju"" monster, you can Special Summon this card (from your hand) in Attack Position. You can only control 1 ""Kaiju"" monster. During either player's turn, when a card or effect is activated that targets exactly 1 card (and no other cards): You can remove 3 Kaiju Counters from anywhere on the field; negate that effect, and if you do, you can destroy 1 card on the field."
"Kamion, the Timelord",Effect Monster,EARTH,Fairy,0,0,"Cannot be Special Summoned from the Deck. If you control no monsters, you can Normal Summon this card without Tributing. Cannot be destroyed by battle or card effects. You take no battle damage from attacks involving this card. At the end of the Battle Phase, if this card battled: Shuffle 1 card your opponent controls into the Deck, and if you do, inflict 500 damage to your opponent. Neither player can activate cards or effects in response to this effect's activation. Once per turn, during your Standby Phase: Shuffle this card into the Deck."
King of Destruction - Xexex,Effect Monster,DARK,Fiend,3000,2500,"This card cannot be Special Summoned. This card must be Tribute Summoned by offering 3 Fiend-Type monsters on your side of the field as Tributes. If this card attacks your opponent's Life Points directly and makes them 0, the controller of this card wins the Match."
Kozmo Dark Planet,Effect Monster,DARK,Machine,4000,4000,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing ""Kozmo"" monsters from your hand whose total Levels equal 10 or more, and cannot be Special Summoned by other ways. Cannot be targeted by an opponent's card effects. During either player's turn, when a Spell Card is activated: You can banish 1 ""Kozmo"" monster from your Graveyard; negate the activation, and if you do, destroy that card. If this card is destroyed by battle or card effect and sent to the Graveyard: You can banish this card from your Graveyard; add 1 Level 9 or lower ""Kozmo"" monster from your Deck to your hand."
"Lazion, the Timelord",Effect Monster,FIRE,Fairy,0,0,"Cannot be Special Summoned from the Deck. If you control no monsters, you can Normal Summon this card without Tributing. Cannot be destroyed by battle or card effects. You take no battle damage from attacks involving this card. At the end of the Battle Phase, if this card battled: Shuffle all cards from your opponent's GY into the Deck. Once per turn, if your opponent draws a card: Inflict 1000 damage to your opponent. Once per turn, during your Standby Phase: Shuffle this card into the Deck."
Ma'at,Effect Monster,LIGHT,Fairy,?,?,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by sending 1 face-up LIGHT Dragon-Type monster and 1 face-up LIGHT Fairy-Type monster you control to the Graveyard, and cannot be Special Summoned by other ways. Once per turn: You can declare 3 card names; reveal the top 3 cards of your Deck, add any of them that you named to your hand, also send the remaining cards to the Graveyard. This card's ATK and DEF are equal to the number of cards you added to your hand by this effect x 1000."
Machina Citadel,Effect Monster,EARTH,Machine,3000,2500,"Cannot be Normal Summoned/Set. Must be Special Summoned by a card effect. (Quick Effect): You can target 1 Machine monster you control; destroy that Machine monster and all monsters your opponent controls with ATK less than or equal to it. If a face-up EARTH Machine monster(s) you control, except ""Machina Citadel"", is destroyed by battle or card effect while this card is in your GY: You can Special Summon this card. You can only use each effect of ""Machina Citadel"" once per turn."
Machina Force,Effect Monster,EARTH,Machine,4600,4100,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Commander Covington"". This card cannot declare an attack unless you pay 1000 Life Points. You can send this card from the field to the Graveyard to select and Special Summon one each of ""Machina Soldier"", ""Machina Sniper"", and ""Machina Defender"" from your Graveyard."
Malefic Cyber End Dragon,Effect Monster,DARK,Machine,4000,2800,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 1 ""Cyber End Dragon"" from your Extra Deck. There can only be 1 face-up ""Malefic"" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card."
Malefic Rainbow Dragon,Effect Monster,DARK,Dragon,4000,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned, except by removing from play 1 ""Rainbow Dragon"" from your hand or Deck. There can only be 1 face-up ""Malefic"" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card."
Meklord Astro Dragon Asterisk,Effect Monster,DARK,Machine,0,0,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by controlling 3 or more face-up ""Meklord"" monsters. When this card is Special Summoned, you can select any number of face-up ""Meklord"" monsters you control, except this card, and send them to the Graveyard. This card's ATK is equal to the total original ATK of the monsters sent to the Graveyard by this effect. While this card is face-up on the field, when a Synchro Monster(s) is Special Summoned, inflict 1000 damage to the player that Summoned."
"Metaion, the Timelord",Effect Monster,FIRE,Fairy,0,0,"Cannot be Special Summoned from the Deck. If you control no monsters, you can Normal Summon this card without Tributing. This card cannot be destroyed by battle or by card effects. You take no Battle Damage from battles involving this face-up Attack Position card. At the end of the Battle Phase, if this card attacked or was attacked: Return all other monsters on the field to the hand, and inflict 300 damage to your opponent for each card returned. During your Standby Phase: Shuffle this card into the Deck (even if face-down)."
Metaphys Executor,Effect Monster,LIGHT,Wyrm,3000,2500,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 5 ""Metaphys"" cards with different names from your GY and/or face-up from your field. Cannot be destroyed, or banished, by card effects. Once per turn, if your opponent controls more cards than you do: You can target 1 of your banished ""Metaphys"" monsters; Special Summon it, but banish it during the End Phase of the next turn."
"Michion, the Timelord",Effect Monster,FIRE,Fairy,0,0,"Cannot be Special Summoned from the Deck. If you control no monsters, you can Normal Summon this card without Tributing. Cannot be destroyed by battle or card effects. You take no battle damage from attacks involving this card. At the end of the Battle Phase, if this card battled: Halve your opponent?s LP. Once per turn, during your Standby Phase: Shuffle this card into the Deck."
Neos Wiseman,Effect Monster,LIGHT,Spellcaster,3000,3000,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by sending 1 face-up ""Elemental HERO Neos"" and 1 face-up ""Yubel"" you control to the Graveyard, and cannot be Special Summoned by other ways. This card cannot be destroyed by card effects. At the end of the Damage Step, if this card battled an opponent's monster: Inflict damage to your opponent equal to the ATK of the monster it battled, and you gain Life Points equal to that monster's DEF."
Night Express Knight,Effect Monster,EARTH,Machine,3000,3000,"Cannot be Special Summoned from the Deck. You can Normal Summon this card without Tributing, but its original ATK becomes 0."
Obelisk the Tormentor,Effect Monster,DIVINE,Divine Beast,4000,4000,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Cannot be targeted by Spells, Traps, or card effects. During the End Phase, if this card was Special Summoned: Send it to the Graveyard. You can Tribute 2 monsters; destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated."
Orichalcos Shunoros,Effect Monster,DARK,Machine,?,0,This card cannot be Normal Summoned or Set. This card can only be Special Summoned from your hand if a Normal Monster you control is destroyed by battle. This card gains 1000 ATK for each monster your opponent controls. Face-up Level 4 Normal Monsters on the field cannot be destroyed by card effects.
Rainbow Dark Dragon,Effect Monster,DARK,Dragon,4000,0,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by banishing 7 DARK monsters with different names from your Graveyard, and cannot be Special Summoned by other ways. You can banish all other DARK monsters you control and from your Graveyard; this card gains 500 ATK for each card banished this way."
Rainbow Dragon,Effect Monster,LIGHT,Dragon,4000,0,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by having 7 ""Crystal Beast"" cards with different names on your field or in your Graveyard, and cannot be Special Summoned by other ways. This card cannot activate its effects the turn it is Special Summoned."
,,,,,,"During either player's turn: You can send all ""Crystal Beast"" monsters you control to the Graveyard; this card gains 1000 ATK for each card sent."
,,,,,,"You can banish all ""Crystal Beast"" monsters in your Graveyard; shuffle all cards on the field into the Decks."
"Raphion, the Timelord",Effect Monster,WIND,Fairy,0,0,"Cannot be Special Summoned from the Deck. If you control no monsters, you can Normal Summon this card without Tributing. Cannot be destroyed by battle or card effects. You take no battle damage from attacks involving this card. At the end of the Battle Phase, if this card battled: Inflict damage to your opponent equal to the ATK of 1 monster your opponent controls that battled this card this turn. Once per turn, during your Standby Phase: Shuffle this card into the Deck."
"Raviel, Lord of Phantasms",Effect Monster,DARK,Fiend,4000,4000,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by Tributing 3 Fiend-Type monsters, and cannot be Special Summoned by other ways. Each time your opponent Normal Summons a monster(s): Special Summon 1 ""Phantasm Token"" (Fiend-Type/DARK/Level 1/ATK 1000/DEF 1000) for each monster Summoned. These Tokens cannot declare an attack. Once per turn: You can Tribute 1 monster, this card gains ATK equal to the original ATK of the Tributed monster, until the End Phase."
Red Dragon Archfiend/Assault Mode,Effect Monster,DARK,Dragon,3500,2500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Assault Mode Activate"". If this card attacks, destroy all other monsters on the field after damage calculation. If this card on the field is destroyed, Special Summon 1 ""Red Dragon Archfiend"" from your Graveyard."
Red-Eyes Darkness Metal Dragon,Effect Monster,DARK,Dragon,2800,2400,"You can Special Summon this card (from your hand) by banishing 1 Dragon-Type monster you control. Once per turn: You can Special Summon 1 Dragon-Type monster from your hand or Graveyard, except ""Red-Eyes Darkness Metal Dragon""."
Rocket Arrow Express,Effect Monster,EARTH,Machine,5000,0,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by controlling no cards, and cannot be Special Summoned by other ways. You cannot conduct your Battle Phase the turn you Special Summon this card. You cannot activate cards or effects, or Set any cards. During each of your Standby Phases, destroy this card unless you send all cards in your hand to the Graveyard (min. 1)."
"Sadion, the Timelord",Effect Monster,WIND,Fairy,0,0,"Cannot be Special Summoned from the Deck. If you control no monsters, you can Normal Summon this card without Tributing. Cannot be destroyed by battle or card effects. You take no battle damage from attacks involving this card. At the end of the Battle Phase, if this card battled and your LP is less than 4000: Your LP becomes 4000. Once per turn, during your Standby Phase: Shuffle this card into the Deck."
"Sandaion, the Timelord",Effect Monster,LIGHT,Fairy,0,0,"Cannot be Special Summoned from the Deck. You can only control 1 ""Sandaion, the Timelord"". If only your opponent controls a monster, you can Normal Summon this card without Tributing. Cannot be destroyed by battle or by card effects. Neither player takes battle damage from attacks involving this card. At the end of the of the Battle Phase, if this card battled: Inflict 2000 damage to your opponent. Once per turn, during your Standby Phase: Shuffle this card into the Deck."
"Sephylon, the Ultimate Timelord",Effect Monster,LIGHT,Fairy,4000,4000,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by having 10 or more monsters in your Graveyard, and cannot be Special Summoned by other ways. Once per turn: You can Special Summon 1 Level 8 or higher Fairy-Type monster from your hand or Graveyard, but its effects are negated and its ATK becomes 4000."
Slifer the Sky Dragon,Effect Monster,DIVINE,Divine Beast,?,?,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. During the End Phase, if this card was Special Summoned: Send it to the Graveyard. This card gains 1000 ATK and DEF for each card in your hand. When a monster(s) is Normal or Special Summoned to your opponent's side of the field in face-up Attack Position: That monster(s) loses 2000 ATK, then if its ATK has been reduced to 0 as a result, destroy it."
Snow Plow Hustle Rustle,Effect Monster,EARTH,Machine,2500,3000,"When your opponent's monster declares a direct attack, while you control a card(s) in your Spell & Trap Zone: You can Special Summon this card from your hand, then destroy as many cards in your Spell & Trap Zone as possible, and if you do, inflict 200 damage to your opponent for each destroyed card. You cannot Special Summon any monsters, except Machine-Type monsters."
Sphinx Teleia,Effect Monster,LIGHT,Beast,2500,3000,"You can pay 500 Life Points to Special Summon this card when ""Pyramid of Light"" is on the field. This card cannot attack during the turn that it is Normal Summoned or Special Summoned. This card cannot be Special Summoned from the Graveyard. If this card destroys a Defense Position monster as a result of battle, inflict damage to your opponents Life Points equal to half the DEF of the destroyed monster."
Stardust Dragon/Assault Mode,Effect Monster,WIND,Dragon,3000,2500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with its own effect or with ""Assault Mode Activate"". You can Tribute this card to negate the activation of a Spell Card, Trap Card, or Effect Monster's effect, and destroy that card. If you negate an effect this way, you can Special Summon this card from your Graveyard during the End Phase. When this card on the field is destroyed, you can Special Summon 1 ""Stardust Dragon"" from your Graveyard."
Steelswarm Hercules,Effect Monster,DARK,Fiend,3200,0,"Cannot be Special Summoned. Requires 3 ""Steelswarm"" Tributes to Normal Summon (cannot be Normal Set). Once per turn: You can pay half your Life Points; destroy all other cards on the field."
Super Express Bullet Train,Effect Monster,EARTH,Machine,3000,0,"Cannot declare an attack unless you send 2 other cards you control to the GY. You can only use each of these effects of ""Super Express Bullet Train"" once per turn."
,,,,,,If all monsters you control are EARTH Machines (min. 1): You can Special Summon this card from your hand.
,,,,,,"During the Main Phase, if this card is in the GY because it was sent there this turn: You can target 1 Machine monster in your GY, except ""Super Express Bullet Train""; add it to your hand."
Superheavy Samurai Thief,Effect Monster,EARTH,Machine,1000,1000,"If you have no Spell/Trap Cards in your Graveyard, you can Special Summon this card (from your hand). After this card was Special Summoned this way, you cannot Special Summon monsters for the rest of this turn, except ""Superheavy Samurai"" monsters. You can Tribute this card, then activate 1 of these effects;"
,,,,,,"Destroy 1 card in your opponent's Spell & Trap Zone, then you can Set the destroyed Spell/Trap Card on your side of the field."
,,,,,,"Destroy 1 card in your opponent's Pendulum Zone, then you can place the destroyed card in your Pendulum Zone."
The Legendary Exodia Incarnate,Effect Monster,DARK,Spellcaster,?,0,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 1 ""Forbidden One"" monster, and cannot be Special Summoned by other ways. This card gains 1000 ATK for each ""Forbidden One"" monster in your Graveyard. Unaffected by other cards' effects. Once per turn, during your End Phase: Add 1 ""Forbidden One"" monster from your Graveyard to your hand. When this card is destroyed by battle and sent to the Graveyard: You can reveal any number of ""Forbidden One"" monsters in your hand, and if you do, draw 1 card for each."
The Supremacy Sun,Effect Monster,DARK,Fiend,3000,3000,"Cannot be Special Summoned, except by its own effect. After this face-up card on the field is destroyed and sent to the Graveyard, during the Standby Phase of the next turn: You can discard 1 card; Special Summon this card from the Graveyard."
The Tyrant Neptune,Effect Monster,WATER,Reptile,0,0,"Cannot be Special Summoned. You can Tribute Summon this card by Tributing 1 monster. This card gains the total original ATK and DEF of the monster(s) Tributed for its Tribute Summon. When this card is Tribute Summoned: Target 1 Effect Monster in the Graveyard that was Tributed for the Tribute Summon; this card's name becomes that target's name, and this card gains that target's effects."
The Wicked Avatar,Effect Monster,DARK,Fiend,?,?,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Your opponent cannot activate Spell or Trap Cards until the end of their 2nd turn after this card is Normal Summoned. The ATK and DEF of this card are each 100 points higher than the highest face-up monster's ATK on the field (except ""The Wicked Avatar"")."
