Card Name,Type,Attribute   ,Sub Type    ,ATK    ,DEF    ,Card Text
"True King Agnimazud, the Vanisher",Effect Monster,FIRE,Wyrm,2900,1900,"If this card is in your hand: You can destroy 2 other monsters in your hand and/or face-up on your field, including a FIRE monster, and if you do, Special Summon this card, and if you do that, you can banish 1 monster from your opponent's field or Graveyard, if both the destroyed monsters were FIRE. If this card is destroyed by card effect: You can add 1 non-FIRE Wyrm-Type monster from your Graveyard to your hand. You can only use each effect of ""True King Agnimazud, the Vanisher""once per turn."
"True King Bahrastos, the Fathomer",Effect Monster,WATER,Wyrm,1800,3000,"If this card is in your hand: You can destroy 2 other monsters in your hand and/or face-up on your field, including a WATER monster, and if you do, Special Summon this card, and if you do that, you can banish up to 2 Spell/Trap Cards from your opponent's field and/or Graveyard, if both the destroyed monsters were WATER. If this card is destroyed by card effect: You can Special Summon 1 non-WATER Wyrm-Type monster from your Deck in Defense Position. You can only use each effect of ""True King Bahrastos, the Fathomer"" once per turn."
"True King Lithosagym, the Disaster",Effect Monster,EARTH,Wyrm,2500,2300,"If this card is in your hand: You can destroy 2 other monsters in your hand and/or face-up on your field, including an EARTH monster, and if you do, Special Summon this card, and if you do that, and both destroyed monsters were EARTH, you can also look at your opponent's Extra Deck and banish up to 3 monsters from it with different names. If this card is destroyed by card effect: You can Special Summon 1 non-EARTH Wyrm-Type monster from your Graveyard. You can only use each effect of ""True King Lithosagym, the Disaster"" once per turn."
"Utgarda, Generaider Boss of Delusion",Effect Monster,LIGHT,Rock,2200,2700,"You can only control 1 ""Utgarda, Generaider Boss of Delusion"". (Quick Effect): You can Tribute 2 ""Generaider"" monsters and/or Rock monsters, then target 1 card on the field; banish it. You can only use this effect of ""Utgarda, Generaider Boss of Delusion"" once per turn."
Winged Kuriboh LV9,Effect Monster,LIGHT,Fairy,?,?,"During either player's turn, as Chain Link 3 or higher: You can Special Summon this card from your hand. Spell Cards that have been activated are banished instead of being sent to the Graveyard. The ATK and DEF of this card are each equal to the number of Spell Cards in your opponent's Graveyard x 500. You can only control 1 face-up ""Winged Kuriboh LV9""."
World Legacy Guardragon Mardark,Effect Monster,WIND,Dragon,2600,3000,"All monsters your opponent controls lose 500 ATK/DEF for each Dragon monster you control. You can only use each of the following effects of ""World Legacy Guardragon Mardark"" once per turn."
,,,,,,You can banish 2 Normal Monsters from your hand or GY; Special Summon this card from your hand.
,,,,,,"If this card on the field is destroyed by battle or card effect: You can add, from your GY to your hand, 1 Level 9 monster with a different original Type and Attribute than this card."
World of Prophecy,Effect Monster,LIGHT,Spellcaster,2900,2400,"When this card is Special Summoned by the effect of a Spellcaster-Type monster or a ""Spellbook"" Spell Card: You can target 2 ""Spellbook"" Spell Cards in your Graveyard; add those targets to your hand. You cannot Special Summon other monsters during the turn you activate this effect. When you add card(s) to your hand by this effect: You can reveal 4 ""Spellbook"" Spell Cards with different names in your hand; destroy all other cards on the field."
Deus X-Krawler,Flip/Effect Monster,EARTH,Insect,2000,3000,"When your opponent activates a card or effect that targets this face-down monster (Quick Effect): You can change this card to face-up Defense Position; negate the activation, and if you do, destroy that card. After this card was flipped face-up, while it is in the Monster Zone, negate all monster effects activated on your opponent's field. If this card on the field is destroyed by battle or card effect: You can add, from your Deck to your hand, 1 Level 9 monster with a different original Type and Attribute than this card. You can only use this effect of ""Deus X-Krawler"" once per turn."
Pot of The Forbidden,Flip/Effect Monster,EARTH,Rock,2000,3000,FLIP: You can activate 1 of these effects:
,,,,,,Draw 2 cards.
,,,,,,Return all Spell and Trap Cards on the field to the hand.
,,,,,,Destroy all monsters your opponent controls.
,,,,,,"Look at your opponent's hand, also shuffle 1 card from their hand into the Deck."
,,,,,,"You can only use this effect of ""Pot of the Forbidden"" once per turn."
Subterror Behemoth Voltelluric,Flip/Effect Monster,EARTH,Thunder,1900,3000,"FLIP: You can target 1 Set monster your opponent controls; take control of it until your next End Phase. You can only use this effect of ""Subterror Behemoth Voltelluric"" once per turn."
,,,,,,"When a face-up monster you control is flipped face-down, if you control no face-up monsters: You can Special Summon this card from your hand in Defense Position. Once per turn: You can change this card to face-down Defense Position."
B. Skull Dragon,Fusion Monster,DARK,Dragon,3200,2500,"""Summoned Skull"" + ""Red-Eyes B. Dragon"""
Master of OZ,Fusion Monster,EARTH,Beast,4200,3700,"Big Koala + ""Des Kangaroo"""
Metalfoes Crimsonite,Fusion Monster,FIRE,Psychic,3000,3000,"1 ""Metalfoes"" monster + 2 monsters with 3000 or less ATK"
Ancient Gear Megaton Golem,Fusion/Effect Monster,EARTH,Machine,3300,3300,"3 ""Ancient Gear"" monsters"
,,,,,,"If this card attacks, your opponent cannot activate Spell/Trap Cards until the end of the Damage Step. If this card was Fusion Summoned using 2 or more ""Ancient Gear Golem"" and/or ""Ancient Gear Golem - Ultimate Pound"" as material, it can attack up to that many times during each Battle Phase. If this face-up Fusion Summoned card in its owner's control leaves the field because of an opponent's card effect: You can Special Summon 1 ""Ultimate Ancient Gear Golem"" from your Extra Deck, ignoring its Summoning conditions."
Arcana Knight Joker,Fusion/Effect Monster,LIGHT,Warrior,3800,2500,"""Queen's Knight"" + ""Jack's Knight"" + ""King's Knight"""
,,,,,,"A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. Once per turn, if this face-up card on the field is targeted by a Spell Card, Trap Card, or Effect Monster's effect, you can negate that effect by discarding the same kind of card (Spell, Trap, or Monster Card)."
Archfiend Black Skull Dragon,Fusion/Effect Monster,DARK,Dragon,3200,2500,"1 Level 6 ""Archfiend"" Normal Monster + 1 ""Red-Eyes"" Normal Monster"
,,,,,,"You can only Special Summon ""Archfiend Black Skull Dragon(s)"" once per turn. If this card attacks or is attacked, your opponent cannot activate cards or effects until the end of the Damage Step. If damage calculation is performed involving this Fusion Summoned card, at the end of the Battle Phase: You can target 1 ""Red-Eyes"" Normal Monster in your Graveyard; inflict damage to your opponent equal to its ATK in the Graveyard, then shuffle it into the Deck."
Chimeratech Overdragon,Fusion/Effect Monster,DARK,Machine,?,?,Cyber Dragon + 1 or more Machine-Type monsters
,,,,,,"Must be Fusion Summoned and cannot be Special Summoned by other ways. When this card is Fusion Summoned: Send all other cards you control to the Graveyard. The original ATK and DEF of this card each become 800 x the number of Fusion Material Monsters used for its Fusion Summon. Each turn, this card can attack your opponent's monsters a number of times equal to the number of Fusion Material Monsters used for its Fusion Summon."
Contrast HERO Chaos,Fusion/Effect Monster,DARK,Warrior,3000,2600,"2 ""Masked HERO"" monsters"
,,,,,,"(This card is always treated as an ""Elemental HERO"" card.)"
,,,,,,"Must be Fusion Summoned and cannot be Special Summoned by other ways. While face-up on the field, this card is also LIGHT-Attribute. Once per turn, during either player's turn: You can target 1 face-up card on the field; negate that target's effects until the end of this turn."
"Dante, Pilgrim of the Burning Abyss",Fusion/Effect Monster,LIGHT,Fairy,2800,2500,"3 ""Burning Abyss"" monsters with different names."
,,,,,,"Must be Fusion Summoned and cannot be Special Summoned by other ways. Cannot be targeted by an opponent's card effects. Once per turn, during either player's turn: You can send 1 ""Burning Abyss"" card from your hand to the Graveyard; draw 1 card. If this card is destroyed by battle and sent to the Graveyard, or if this card you control is sent to your Graveyard by an opponent's card effect: You can send 1 random card from your opponent's hand to the Graveyard."
El Shaddoll Anoyatyllis,Fusion/Effect Monster,WATER,Fiend,2700,2000,"1 ""Shaddoll"" monster + 1 WATER monster"
,,,,,,"Must first be Fusion Summoned. Neither player can Special Summon monsters from the hand or Graveyard using Spell/Trap effects. If this card is sent to the Graveyard: You can target 1 ""Shaddoll"" Spell/Trap Card in your Graveyard; add it to your hand."
Elemental HERO Chaos Neos,Fusion/Effect Monster,DARK,Warrior,3000,2500,"Elemental HERO Neos + ""Neo-Spacian Dark Panther"" + ""Neo-Spacian Glow Moss"""
,,,,,,"Must be first Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization""). During the End Phase: Shuffle this card into the Extra Deck, then Set all face-up monsters on the field. Once per turn, during your Main Phase 1: You can toss a coin 3 times."
,,,,,,3 Heads: Destroy all monsters your opponent controls.
,,,,,,"2 Heads: For the rest of the turn, the effects of all face-up monsters your opponent controls are negated."
,,,,,,1 Head: Return all monsters you control to the hand.
Elemental HERO Core,Fusion/Effect Monster,EARTH,Warrior,2700,2200,"3 ""Elemental HERO"" monsters"
,,,,,,"Must be Fusion Summoned and cannot be Special Summoned by other ways. Once per turn, when this card is targeted for an attack: You can make this card's ATK become double its current ATK until the end of the Damage Step. At the end of the Battle Phase, if this card battled: You can target 1 monster on the field; destroy it. When this card is destroyed by battle or card effect: You can target 1 Level 8 or lower ""Elemental HERO"" Fusion Monster in your Graveyard; Special Summon it, ignoring its Summoning conditions."
Elemental HERO Magma Neos,Fusion/Effect Monster,FIRE,Warrior,3000,2500,"Elemental HERO Neos + ""Neo-Spacian Flare Scarab"" + ""Neo-Spacian Grand Mole"""
,,,,,,"Must be first Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization""). This card gains 400 ATK for each card on the field. During the End Phase: Shuffle this card into the Extra Deck. When this card is shuffled into the Extra Deck this way: Return all cards on the field to the hand."
Elemental HERO Nebula Neos,Fusion/Effect Monster,EARTH,Warrior,3000,2500,"""Elemental HERO Neos"" + ""Neo-Spacian Grand Mole"" + ""Neo-Spacian Dark Panther"""
,,,,,,"Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization"".) If this card is Special Summoned from the Extra Deck: Draw cards equal to the number of cards your opponent controls, then negate the effects of 1 face-up card on the field until the end of this turn. Once per turn, during the End Phase: Shuffle this card into the Extra Deck, and if you do, banish all cards on the field face-down."
Elemental HERO Storm Neos,Fusion/Effect Monster,WIND,Warrior,3000,2500,"Elemental HERO Neos + ""Neo-Spacian Air Hummingbird"" + ""Neo-Spacian Aqua Dolphin"""
,,,,,,"Must first be Special Summoned (from your Extra Deck) by shuffling the above cards you control into the Deck. (You do not use ""Polymerization"".) Once per turn: You can destroy all Spell and Trap Cards on the field. During the End Phase: Shuffle this card into the Extra Deck. When this card is shuffled into the Extra Deck this way: Shuffle all cards on the field into the Deck."
First of the Dragons,Fusion/Effect Monster,DARK,Dragon,2700,2000,2 Normal Monsters
,,,,,,"Must be Fusion Summoned and cannot be Special Summoned by other ways. You can only control 1 ""First of the Dragons"". This card cannot be destroyed by battle, except by battle with a Normal Monster, and is unaffected by other monsters' effects."
Gem-Knight Master Diamond,Fusion/Effect Monster,EARTH,Rock,2900,2500,"3 ""Gem-Knight"" monsters"
,,,,,,"Must first be Fusion Summoned. This card gains 100 ATK for each ""Gem-"" monster in your Graveyard. Once per turn: You can banish 1 Level 7 or lower ""Gem-Knight"" Fusion Monster from your Graveyard; until the End Phase, this card's name and original effect become the same as that banished monster's."
House Dragonmaid,Fusion/Effect Monster,LIGHT,Dragon,3000,2000,"1 ""Dragonmaid"" monster + 1 Dragon monster"
,,,,,,"Once per turn, during the Standby Phase: You can target 1 other ""Dragonmaid"" monster you control; Special Summon 1 ""Dragonmaid"" monster from your hand or GY in Defense Position, whose Level is 1 higher or 1 lower than it. When another face-up Dragon monster(s) you control returns to your hand (except during the Damage Step): You can target 1 monster your opponent controls; destroy it."
Invoked Mechaba,Fusion/Effect Monster,LIGHT,Machine,2500,2100,"""Aleister the Invoker"" + 1 LIGHT monster"
,,,,,,"Once per turn, during either player's turn, when a Spell/Trap Card, or monster effect, is activated: You can send the same type of card (Monster, Spell, or Trap) from your hand to the Graveyard; negate the activation, and if you do, banish that card."
Lunalight Sabre Dancer,Fusion/Effect Monster,DARK,Beast-Warrior,3000,2600,"3 ""Lunalight"" monsters"
,,,,,,"Must be Fusion Summoned. Gains 200 ATK for each Beast-Warrior monster that is banished or in the GYs. Your opponent cannot target this card with card effects. During your Main Phase, except during the turn this card was sent to the GY: You can banish this card from your GY, then target 1 Fusion Monster you control; it gains 3000 ATK until the end of this turn. You can only use this effect of ""Lunalight Sabre Dancer"" once per turn."
Predaplant Triphyoverutum,Fusion/Effect Monster,DARK,Plant,3000,3000,3 DARK monsters on the field
,,,,,,"Gains ATK equal to the total original ATK of all other monsters on the field with a Predator Counter. You can only use each of the following effects of ""Predaplant Triphyoverutum"" once per turn."
,,,,,,"When your opponent Special Summons a monster(s) from their Extra Deck while you control this Fusion Summoned card (Quick Effect): You can negate the Summon, and if you do, destroy that monster(s)."
,,,,,,If your opponent controls a monster with a Predator Counter(s): You can Special Summon this card from your GY in Defense Position.
Super Vehicroid - Stealth Union,Fusion/Effect Monster,EARTH,Machine,3600,3000,"Truckroid + ""Expressroid"" + ""Drillroid"" + ""Stealthroid"""
,,,,,,"When this card attacks, its original ATK is halved until the end of the Damage Step. During a battle between this attacking card and a Defense Position monster whose DEF is lower then the ATK of this card, inflict the difference as Battle Damage to your opponent. Once per turn, you can select 1 monster you control, except a Machine-Type monster, and equip it to this card. When equipped with a monster by this effect, this card can attack all monsters your opponent controls once each."
World Chalice Guardragon Almarduke,Fusion/Effect Monster,WIND,Dragon,3000,26000,3 Link Monsters
,,,,,,"Must first be either Fusion Summoned, or Special Summoned from your Extra Deck by Tributing the above cards you control (in which case you do not use ""Polymerization""). This card can attack all monsters your opponent controls once each. When an attack is declared involving this card and an opponent's Link Monster: You can banish 1 Link Monster with the same Link Rating as that monster from your field or GY; destroy that opponent's monster, and if you do, inflict damage to your opponent equal to its original ATK."
Nekroz of Trishula,Ritual/Effect Monster,WATER,Warrior,2700,2000,"You can Ritual Summon this card with any ""Nekroz"" Ritual Spell Card. Must be Ritual Summoned without using any Level 9 monsters, and cannot be Special Summonedby other ways. You can only use each of these effects of ""Nekroz of Trishula"" once per turn."
,,,,,,"During either player's turn, when a card or effect is activated that targets a ""Nekroz"" monster(s) you control: You can discard this card; negate the activation."
,,,,,,"When this card is Ritual Summoned, you can: Banish exactly 3 of your opponent's cards, 1 each from their hand, field, and Graveyard. (The card in the hand is chosen at random.)"
Prediction Princess Tarotrei,Ritual/Effect Monster,LIGHT,Fairy,2700,1200,"You can Ritual Summon this card with ""Prediction Ritual"". During your End Phase: You can Special Summon 1 Flip monster from your hand or Graveyard in face-down Defense Position. You can only use 1 of the following effects of ""Prediction Princess Tarotrei"" per turn, and only once that turn."
,,,,,,During either player's turn: You can target 1 face-down monster on the field; change it to face-up Attack Position.
,,,,,,During either player's turn: You can target 1 face-up monster on the field; change it to face-down Defense Position.
Amaterasu,Spirit Monster,LIGHT,Fairy,3000,3000,"Cannot be Normal or Special Summoned. During either player's turn, when your opponent activates a card or effect that targets this face-down monster: You can change this card to face-up Defense Position; draw 1 card. If this card is flipped face-up: Banish all other cards on the field. Once per turn, during the End Phase, if this card was flipped face-up this turn: Return it to the hand."
Naturia Leodrake,Synchro Monster,EARTH,Beast,3000,1800,1 EARTH Tuner + 1 or more non-Tuner EARTH monsters
Ally of Justice Field Marshal,Synchro/Effect Monster,DARK,Machine,2900,2600,1 Tuner + 2 or more non-Tuner monsters
,,,,,,"This card cannot be Special Summoned except by Synchro Summon. When this card destroys a face-down Defense Position monster by battle and sends it to the Graveyard, draw 1 card."
Azure-Eyes Silver Dragon,Synchro/Effect Monster,LIGHT,Dragon,2500,3000,1 Tuner + 1 or more non-Tuner Normal Monsters
,,,,,,"When this card is Special Summoned: Dragon-Type monsters you currently control cannot be targeted or destroyed by card effects until the end of the next turn. Once per turn, during your Standby Phase: You can target 1 Normal Monster in your Graveyard; Special Summon that target."
Blue-Eyes Spirit Dragon,Synchro/Effect Monster,LIGHT,Dragon,2500,3000,1 Tuner + 1 or more non-Tuner monster
