Card Name,Type,Attribute,Sub Type,ATK,DEF,Card Text
Babycerasaurus,Effect Monster,EARTH,Dinosaur,500,500,When this card is destroyed by a card effect and sent to the Graveyard; Special Summon 1 Level 4 or lower Dinosaur-Type monster from your Deck.
Bacon Saver,Effect Monster,DARK,Zombie,700,600,"During either player's Battle Step, while an attack is occurring: You can banish this card from your Graveyard; negate the attack. You can only use the effect of ""Bacon Saver"" once per Duel."
Batteryman C,Effect Monster,LIGHT,Thunder,0,0,"If all ""Batteryman C""(s) on your side of the field are in Attack Position, increase the ATK of all Machine-Type monsters on your side of the field by 500 points for each ""Batteryman C"" on your side of the field. If all ""Batteryman C""(s) on your side of the field are in Defense Position, increase the DEF of all Machine-Type monsters on your side of the field by 500 points for each ""Batteryman C"" on your side of the field."
Battlin' Boxer Big Bandage,Effect Monster,FIRE,Warrior,1100,1400,"Once per turn, this card cannot be destroyed by battle. Once per turn: You can target 1 ""Battlin' Boxer"" monster in your Graveyard, or 1 of your banished ""Battlin' Boxer"" monsters, that has a Level; all ""Battlin' Boxer"" monsters you currently control become that monster's current Level."
Bicular,Effect Monster,EARTH,Machine,200,200,"When this card is destroyed by battle, you can Special Summon 1 ""Unicycular"" from your hand or Deck."
"Bixi, Water of the Yang Zing",Effect Monster,WATER,Wyrm,0,2000,"When this card you control is destroyed by battle or card effect and sent to your Graveyard: You can Special Summon 1 ""Yang Zing"" monster from your Deck in Attack Position, except ""Bixi, Water of the Yang Zing"". You can only use this effect of ""Bixi, Water of the Yang Zing"" once per turn. Once per turn, during your opponent's Main Phase or Battle Phase, you can: Immediately after this effect resolves, Synchro Summon 1 Synchro Monster, using only ""Yang Zing"" monsters you control (this is a Quick Effect). A Synchro Monster that used this card as a Synchro Material is unaffected by Trap effects."
Blackwing - Fane the Steel Chain,Effect Monster,DARK,Winged Beast,500,800,"This card can attack your opponent directly. When this card attacks your opponent directly and inflicts Battle Damage to your opponent, change 1 Attack Position monster your opponent controls to Defense Position."
Blackwing - Gust the Backblast,Effect Monster,DARK,Winged Beast,900,1400,"If you control no cards, you can Special Summon this card from your hand. While this card is face-up on the field, if your opponent's monster attacks a ""Blackwing"" monster you control, the attacking monster loses 300 ATK during the Damage Step only."
Blackwing - Harmattan the Dust,Effect Monster,DARK,Winged Beast,800,800,"If you control a ""Blackwing"" monster other than ""Blackwing - Harmattan the Dust"", you can Special Summon this card (from your hand). You can only Special Summon ""Blackwing - Harmattan the Dust"" once per turn this way. When this card is Normal or Special Summoned: You can target 1 other ""Blackwing"" monster you control; increase this card's Level by that monster's."
Blade Rabbit,Effect Monster,EARTH,Beast,400,300,"When this card is changed from Attack Position to face-up Defense Position, destroy 1 monster on your opponent's side of the field."
Bladefly,Effect Monster,WIND,Insect,600,700,"As long as this card remains face-up on the Field, increase the ATK of all Wind monsters by 500 points and decreases the ATK of all Earth monsters by 400 points."
Caligo Claw Crow,Effect Monster,DARK,Winged Beast,900,600,"If you control a DARK monster, you can Special Summon this card (from your hand). You can only Special Summon ""Caligo Claw Crow"" once per turn this way."
Cannonball Spear Shellfish,Effect Monster,WATER,Aqua,1000,1000,"While ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards."
Capshell,Effect Monster,DARK,Fiend,0,0,"You can only use 1 of the following effects of ""Capshell"" per turn, and only once that turn."
,,,,,,If this card is Tributed: You can draw 1 card.
,,,,,,"If this card is used as material for a Fusion, Synchro, or Link Summon: You can draw 1 card."
,,,,,,If this card is detached from an Xyz Monster to activate that monster's effect: You can draw 1 card.
Card Breaker,Effect Monster,LIGHT,Warrior,100,900,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned, in face-up Attack Position, by sending 1 card from your Spell & Trap Card Zone to the Graveyard."
Cardcar D,Effect Monster,EARTH,Machine,800,400,"Cannot be Special Summoned. During your Main Phase 1, if this card was Normal Summoned this turn: You can Tribute this card; draw 2 cards, then it becomes the End Phase of this turn. You cannot Special Summon during the turn you activate this effect."
Catche Eve L2,Effect Monster,LIGHT,Cyberse,800,600,"If this card is in your hand: You can target 1 Level 3 or higher monster you control; reduce its Level by exactly 2, and if you do, Special Summon this card. You can only use this effect of ""Catche Eve Lv2"" once per turn."
Catnipped Kitty,Effect Monster,EARTH,Beast,0,500,This card cannot be attacked if there is another Beast-Type monster on your side of the field. Make the DEF of 1 monster on your opponent's side of the field 0 until the End Phase. This effect can only be used once per turn.
Centerfrog,Effect Monster,WATER,Aqua,100,2000,"Cannot be used as material for a Fusion, Synchro, Xyz, or Link Summon. If this card is Normal or Flip Summoned: Change it to Defense Position. Once per turn: You can target 1 monster in your opponent's Main Monster Zone; give your opponent control of this Defense Position card by moving it to their zone adjacent to the target, then if your opponent controls exactly 2 ""Centerfrog"" in the Main Monster Zone, gain control of all monsters in between those 2 cards."
Chow Chow Chan,Effect Monster,EARTH,Beast,800,800,"When your opponent activates a Normal Trap Card in response to your monster?s attack declaration targeting an opponent?s monster: You can discard this card; negate the activation, and if you do, destroy that card (this is a Quick Effect)."
Chronicler of Nephthys,Effect Monster,WIND,Spellcaster,300,1200,"You can targer 1 ""Nephthys"" card in your GY, except ""Chronicler of Nephthys""; destroy 1 card in your hand, and if you do, add that target to your hand. During your next Standby Phase after this card was destroyed by card effect and sent to the GY: You can add 1 ""Nephthys"" card from your GY to your hand, except ""Chronicler or Nephthys"". You can only use each effect of ""Chronicler of Nephthys"" once per turn."
Chrysalis Chicky,Effect Monster,WIND,Winged Beast,600,400,"You can Tribute this card while ""Neo Space"" is on the field to Special Summon 1 ""Neo-Spacian Air Hummingbird"" from your hand or Deck."
Chrysalis Dolphin,Effect Monster,WATER,Fish,400,600,"By Tributing this card while ""Neo-Space"" is on the field, Special Summon 1 ""Neo-Spacian Aqua Dolphin"" from your hand or Deck."
Chrysalis Larva,Effect Monster,FIRE,Insect,300,300,"You can Tribute this card while ""Neo Space"" is on the field to Special Summon 1 ""Neo-Spacian Flare Scarab"" from your hand or Deck."
Chrysalis Mole,Effect Monster,EARTH,Beast,700,100,"You can Tribute this card while ""Neo Space"" is on the field to Special Summon 1 ""Neo-Spacian Grand Mole"" from your hand or Deck."
Chrysalis Pantail,Effect Monster,DARK,Beast,800,300,"You can Tribute this card while ""Neo Space"" is on the field to Special Summon 1 ""Neo-Spacian Dark Panther"" from your hand or Deck."
Chrysalis Pinny,Effect Monster,LIGHT,Plant,100,700,"You can Tribute this card while ""Neo Space"" is on the field to Special Summon 1 ""Neo-Spacian Glow Moss"" from your hand or Deck."
Clear Effector,Effect Monster,LIGHT,Spellcaster,0,900,If this card is sent to the Graveyard as a Synchro Material: Draw 1 card. A Synchro Monster that used this card as a Synchro Material cannot be destroyed by card effects.
Constellar Rasalhague,Effect Monster,LIGHT,Spellcaster,900,100,"You can Tribute this card; Special Summon 1 ""Constellar"" monster from your hand or Graveyard in face-up Defense Position, except ""Constellar Rasalhague""."
Cross Debug,Effect Monster,DARK,Cyberse,900,600,"If you control 2 or more Link Monsters: You can Special Summon this card from your hand. During damage calculation, if your Link Monster battles an opponent's Link Monster (Quick Effect): You can banish this card from your GY, then target 1 Link Monster in your GY; your battling monster cannot be destroyed by that battle, also, until the end of this turn, it gains ATK equal to the target's ATK. You can only use each effect of ""Cross Debug"" once per turn."
Cross Porter,Effect Monster,DARK,Warrior,400,400,"You can send 1 monster you control to the Graveyard and Special Summon 1""Neo-Spacian"" monster from your hand. When this card is sent to the Graveyard, you can add 1 ""Neo-Spacian"" monster from your Deck to your hand."
Crystal Rose,Effect Monster,LIGHT,Rock,500,500,"Once per turn: You can send 1 ""Gem-Knight"" or ""Melodious"" monster from your hand or Deck to the Graveyard, and if you do, this card's name becomes the sent monster's name, until the End Phase. If this card is in your Graveyard: You can banish 1 Fusion Monster from your Graveyard; Special Summon this card in Defense Position. You can only use this effect of ""Crystal Rose"" once per turn."
Crystron Prasiortle,Effect Monster,WATER,Machine,500,2000,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; Special Summon 1 ""Crystron"" monster from your hand. You can only use 1 ""Crystron Prasiortle"" effect per turn, and only once that turn."
Cupid Serve,Effect Monster,LIGHT,Fairy,1000,600,"Unaffected by the activated effects of monsters, except monsters whose Level is equal or lower than this card. You can banish up to 3 cards from your GY; increase this card's Level by that number, until the end of this turn. You can only use this effect of ""Cupid Serve"" once per turn."
Cyber Dragon Core,Effect Monster,LIGHT,Machine,400,1500,"When this card is Normal Summoned: Add 1 ""Cyber"" Spell/Trap Card from your Deck to your hand. If your opponent controls a monster and you control no monsters: You can banish this card from your Graveyard; Special Summon 1 ""Cyber Dragon"" monster from your Deck. You can only use 1 ""Cyber Dragon Core"" effect per turn, and only once that turn. This card's name becomes ""Cyber Dragon"" while it is on the field or in the Graveyard."
Cyber Egg Angel,Effect Monster,LIGHT,Fairy,200,300,"If this card is Summoned: You can add 1 ""Machine Angel"" Spell or 1 ""Ritual Sanctuary"" from your Deck to your hand. You can only use this effect of ""Cyber Egg Angel"" once per turn."
Cyber Ouroboros,Effect Monster,DARK,Machine,100,600,"When this card is removed from play, you can send 1 card from your hand to the Graveyard to draw 1 card."
Cyber Petit Angel,Effect Monster,LIGHT,Fairy,300,200,"If this card is Summoned: You can add 1 ""Cyber Angel"" monster or ""Machine Angel Ritual"" from your Deck to your hand. You can only use this effect of ""Cyber Petit Angel"" once per turn."
Cyber-Stein,Effect Monster,DARK,Machine,700,500,Pay 5000 Life Points. Special Summon 1 Fusion Monster from your Fusion Deck to the field in Attack Position.
Cyberse Converter,Effect Monster,LIGHT,Cyberse,1000,1000,"If all monsters you control are Cyberse monsters (min. 1), you can Special Summon this card (from your hand). You can only Special Summon ""Cyberse Converter"" once per turn this way. When this card is Normal Summoned: You can target 1 face-up monster you control; it becomes a Cyberse monsters until the end of this turn."
D.D. Scout Plane,Effect Monster,DARK,Machine,800,1200,"If this card is removed from play, Special Summon it in face-up Attack Position during the End Phase of this turn."
D.D. Telepon,Effect Monster,EARTH,Psychic,500,1800,"If this face-up card you control is banished: You can banish 1 Psychic-Type monster with 1500 or less ATK from your Deck. Then, during your next Standby Phase, if this card is still banished: Special Summon that monster banished by this effect."
D/D Swirl Slime,Effect Monster,DARK,Fiend,200,200,"If this card is in your hand: You can Fusion Summon 1 ""D/D/D"" Fusion Monster from your Extra Deck, using monsters from your hand as Fusion Materials, including this card. You can banish this card from your Graveyard; Special Summon 1 ""D/D"" monster from your hand. You can only use each effect of ""D/D Swirl Slime"" once per turn."
Damage Eater,Effect Monster,DARK,Fiend,100,800,"During your opponent's turn, when your opponent activates a card or effect that would inflict damage, you can remove from play this card in your Graveyard to change that effect so it increases Life Points by the same amount instead."
Danipon,Effect Monster,EARTH,Insect,600,600,"When this card is destroyed by battle and sent to the Graveyard, you can add 1 Insect-Type monster with 1000 DEF or less from your Deck to your hand."
Dark Desertapir,Effect Monster,EARTH,Beast,1100,300,"When this card is removed from play, you can select 1 Level 4 or lower Beast-Type monster in your Graveyard and Special Summon it."
Dark Garnex the Cubic Beast,Effect Monster,EARTH,Beast,0,0,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by sending 1 ""Cubic"" monster you control to the Graveyard. If Summoned this way, this card gains 1000 ATK. When this card destroys a monster by battle: You can target up to 2 ""Vijam the Cubic Seed"" in your Graveyard; send this card to the Graveyard, and if you do, Special Summon them, then you can add 1 ""Blade Garoodia the Cubic Beast"" from your Deck to your hand."
Dark Rose Fairy,Effect Monster,DARK,Fairy,800,1000,"If a Tuner(s) is Special Summoned (except during the Damage Step): You can Special Summon this card from your hand. If this card is in your GY: You can send 1 card from your hand or field to the GY; place this card on the top or bottom of your Deck. You can only use each effect of ""Dark Rose Fairy"" once per turn."
Dark Verger,Effect Monster,EARTH,Plant,0,1000,"When a Plant-Type Tuner monster is Normal Summoned to your side of the field, you can Special Summon this card from your Graveyard in Attack Position."
Decoy Dragon,Effect Monster,FIRE,Dragon,300,200,"When this card is selected as an attack target by your opponent's monster, select 1 Level 7 or higher Dragon-Type monster from your Graveyard, Special Summon it and switch the attack target to that monster."
Decoyroid,Effect Monster,WIND,Machine,300,500,"While this card is face-up on your side of the field, your opponent cannot select a face-up monster as an attack target except ""Decoyroid""."
Defender of Nephthys,Effect Monster,WIND,Spellcaster,1400,200,"During your Main Phase: You can destroy 1 card in your hand, and if you do, Special Summon 1 Level 4 or lower ""Nephthys"" monster from your hand, except ""Defender of Nephthys"". During you next Standby Phase after this card was destroyed by card effect and sent to the GY: You can destroy 1 ""Nephthys"" monster in your Deck, except ""Defender of Nephthys"". You can only use each effect of ""Defender of Nephthys"" once per turn."
Deskbot 002,Effect Monster,EARTH,Machine,500,500,"If this card is Special Summoned: You can add 1 ""Deskbot"" card from your Deck to your hand. All Machine-Type monsters you control gain 500 ATK and DEF, except this card."
Destiny HERO - Departed,Effect Monster,DARK,Warrior,1000,0,"During your Standby Phase, if this card is in your Graveyard: Special Summon it in face-up Attack Position to your opponent's side of the field. If this card is destroyed by battle, banish it instead of sending it to the Graveyard. If a card effect would send this card to the Graveyard from the hand or Deck, banish it instead."
Dinowrestler Martial Ankylo,Effect Monster,EARTH,Dinosaur,1000,0,"During damage calculation, if another ""Dinowrestler"" monster you control battles an opponent's monster (Quick Effect): You can send this card from your hand or field to the GY; that monster you control cannot be destroyed by that battle, also the ATK of your opponent's battling monster is halved at the end of the Damage Step. During the End Phase, if this card is in the GY because it was sent there from the field this turn: You can Special Summon this card, but banish it when it leaves the field. You can only use this effect of ""Dinowrestler Martial Ankylo"" once per turn."
Disciple of Nephthys,Effect Monster,WIND,Spellcaster,0,2000,"During your Main Phase: You can destroy 1 card in your hand, and if you do, add 1 ""Nephthys"" monster from your Deck to your hand, except ""Disciple of Nephthys"". During your next Standby Phase after this card was destroyed by card effect and sent to the GY: You can add 1 ""Nephthys"" Spell/Trap from your Deck to your hand. You can only use each effect of ""Disciple of Nephthys"" once per turn."
Doki Doki,Effect Monster,EARTH,Rock,500,500,"You can discard 1 Rock-Type monster; Special Summon from your Deck, 1 Rock-Type monster that has the same original Attribute and Level as that monster, in face-up Attack Position or face-down Defense Position. You can only use this effect of ""Doki Doki"" once per turn."
"Donpa, Marksman Fur Hire",Effect Monster,WIND,Beast,500,1000,"During your Main Phase: You can Special Summon 1 monster ""Fur Hire"" from your hand, except ""Donpa, Marksman Fur Hire"". If a monster ""Fur Hire"" is Special Summoned to your field while you control this monster (except during the Damage Step): You can target 1 face-up card on the field; destroy it. You can only use each effect of ""Donpa, Marksman Fur Hire"" once per turn."
Doppelwarrior,Effect Monster,DARK,Warrior,800,800,"When a monster is Special Summoned from your Graveyard, you can Special Summon this card from your hand. If this card is sent to the Graveyard as a Synchro Material Monster, you can Special Summon 2 ""Doppel Tokens"" (Warrior-Type/DARK/Level 1/ATK 400/DEF 400) in Attack Position."
Dreamsprite,Effect Monster,LIGHT,Plant,300,200,"When attacked by your opponent's monster, select another 1 of your Monster Cards and designate it as the attack's target, then calculate damage."
Drill Bug,Effect Monster,EARTH,Insect,1100,200,"When this card inflicts damage to your opponent's Life Points, you may take 1 Parasite Paracide"" card from your Deck, shuffle the Deck, and place ""Parasite Paracide"" face-down on top of the Deck."""
Dupe Frog,Effect Monster,WATER,Aqua,100,2000,"This card's name is treated as ""Des Frog"" while it is face-up on the field. Your opponent cannot select another monster as an attack target. When this card is sent from the field to the Graveyard, you can add 1 ""Frog"" monster except ""Dupe Frog"" or ""Frog the Jam"" from your Deck or Graveyard to your hand."
Ebon Magician Curran,Effect Monster,DARK,Spellcaster,1200,0,"During your Standby Phase, inflict 300 points of damage to your opponent's Life Points for each monster on your opponent's side of the field."
Eidos the Underworld Squire,Effect Monster,DARK,Spellcaster,800,1000,"If this card is Normal or Special Summoned: During your Main Phase this turn, you can Tribute Summon 1 monster, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) You can banish this card from your Graveyard, then target 1 monster with 800 ATK and 1000 DEF in your Graveyard, except ""Eidos the Underworld Squire""; Special Summon it in Defense Position, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. You can only use this effect of ""Eidos the Underworld Squire"" once per turn."
Elementsaber Aina,Effect Monster,EARTH,Warrior,900,1800,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY, then target 1 ""Elementsaber"" monster (except ""Elementsaber Aina"") or ""Elemental Lord"" monster (that has been properly Summoned) in your GY; Special Summon it, ignoring its Summoning conditions. Once per turn, if this card is in the GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn."
Elementsaber Makani,Effect Monster,WIND,Warrior,1300,1200,"Once per turn: You can send 1 ""Elementsaber"" monster from your hand to the GY; add 1 ""Elementsaber"" or ""Elemental Lord"" monster from your Deck to your hand, except ""Elementsaber Makani"". Once per turn, if this card is in the GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn."
Evil HERO Infernal Prodigy,Effect Monster,DARK,Fiend,300,600,"If you control no monsters, you can Special Summon this card (from your hand) in face-up Attack Position. During the End Phase, if you Tributed this card this turn to Tribute Summon a ""HERO"" monster: Draw 1 card."
Evoltile Elginero,Effect Monster,FIRE,Reptile,0,0,"When this card on the field is Tributed and sent to the Graveyard: Draw 1 card, then, you can shuffle 1 Dinosaur-Type monster from your hand into the Deck, then add 1 ""Evoltile"" monster from your Deck to your hand."
Evoltile Najasho,Effect Monster,FIRE,Reptile,100,2000,"If this card on the field is Tributed: You can Special Summon 1 ""Evolsaur"" monster from your Deck."
Evoltile Odonto,Effect Monster,FIRE,Reptile,500,1200,"When this card is Normal Summoned: You can Special Summon 1 ""Evolsaur"" monster from your hand."
Extra Veiler,Effect Monster,LIGHT,Spellcaster,600,200,"When your opponent Special Summons a monster(s), you can Special Summon this card from your hand. During the turn this card is Special Summoned by this effect, your opponent takes any effect damage you would have taken from their card effects, instead."
Fabled Krus,Effect Monster,LIGHT,Fiend,1000,800,"When this card is discarded to the Graveyard, select 1 Level 4 or lower ""Fabled"" monster in your Graveyard, except this card, and Special Summon it."
Featherizer,Effect Monster,WIND,Spellcaster,700,1100,"When this card is destroyed by battle and sent to the Graveyard, you can send 1 Gemini Monster from your Deck to the Graveyard and draw 1 card."
Fishborg Planter,Effect Monster,WATER,Fish,200,200,"Once, while this card is in the Graveyard: You can send the top card of your Deck to the Graveyard, and if that card was a WATER monster, Special Summon this card. The effect of ""Fishborg Planter"" can only be activated once per turn."
Flamvell Dragnov,Effect Monster,FIRE,Dragon,1100,200,"When this card is destroyed by battle and sent to the Graveyard, inflict 500 damage to your opponent. You can remove from play this card in your Graveyard, along with 1 face-up FIRE monster you control, to add 1 ""Flamvell Dragnov"" from your Deck to your hand."
Flelf,Effect Monster,WIND,Spellcaster,800,1300,"Once per turn: You can reveal 1 monster in your hand; increase the Level of this card by the Level of that monster, until the End Phase."
Flip Flop Frog,Effect Monster,WATER,Aqua,500,200,"Once per turn, you can flip this card into face-down Defense Position. When this card is flipped face-up, you can return monsters your opponent controls to their owners' hand up to the number of face-up ""Frog"" monsters you control, except ""Frog the Jam""."
Fluffal Owl,Effect Monster,EARTH,Fairy,1000,1000,"When this card is Normal or Special Summoned from the hand: You can add 1 ""Polymerization"" from your Deck to your hand. You can pay 500 LP: Fusion Summon 1 ""Frightfur"" Fusion Monster from your Extra Deck, using monsters from your hand or your side of the field asFusion Materials. You can only use 1 ""Fluffal Owl"" effect per turn, and only once that turn."
Fluffal Sheep,Effect Monster,EARTH,Fairy,400,800,"If you control a ""Fluffal"" monster, except ""Fluffal Sheep"", you can Special Summon this card (from your hand). You can return 1 other ""Fluffal"" monster you control to the hand: Special Summon 1 ""Edge Imp"" monster from your hand or Graveyard. You can only use this effect of ""Fluffal Sheep"" once per turn."
Fortress Warrior,Effect Monster,EARTH,Warrior,600,1200,"You take no Battle Damage from battles involving this card. Once per turn, this card cannot be destroyed by battle."
Fortune Fairy En,Effect Monster,FIRE,Spellcaster,0,0,"When you draw this card: You can reveal it; Special Summon it from your hand. If this card is Special Summoned from the hand: You can target 1 Set card your opponent controls; destroy it. You can only use each effect of ""Fortune Fairy En"" once per turn."
Fortune Lady Fire,Effect Monster,FIRE,Spellcaster,?,?,"This card's ATK and DEF are equal to its Level x 200. During each of your Standby Phases, increase the Level of this card by 1 (max 12). When this card is Special Summoned in face-up Attack Position by the effect of a ""Fortune Lady"" card, destroy 1 face-up monster your opponent controls, and inflict damage to your opponent equal to the destroyed monster's ATK."
Fox Fire,Effect Monster,FIRE,Pyro,300,200,"During the End Phase, if this card was destroyed by battle this turn and was face-up at the start of the Damage Step: Special Summon this card from the Graveyard. This face-up card cannot be Tributed for a Tribute Summon."
Gagaga Child,Effect Monster,DARK,Spellcaster,800,1200,"If you control a ""Gagaga"" monster other than ""Gagaga Child"", you can Special Summon this card (from your hand). When you do: You can target 1 ""Gagaga"" monster you control with a different Level than this card; this card's Level becomes the Level of that monster. You cannot conduct your Battle Phase the turn you activate this effect."
Gagaga Clerk,Effect Monster,EARTH,Warrior,400,800,"If you control a ""Gagaga"" monster other than ""Gagaga Clerk"", you can Special Summon this card (from your hand)."
Gagaga Sister,Effect Monster,DARK,Spellcaster,200,800,"When this card is Normal Summoned: You can add 1 ""Gagaga"" Spell/Trap Card from your Deck to your hand. You can target 1 other ""Gagaga"" monster you control; the Levels of that monster and this card become their combined current Levels, until the end of this turn. You can only use this effect of ""Gagaga Sister"" once per turn."
Gale Dogra,Effect Monster,EARTH,Insect,650,600,You can pay 3000 Life Points to discard 1 monster from your Extra Deck to the Graveyard.
Garbage Collector,Effect Monster,WIND,Cyberse,100,1900,"You can target 1 other Cyberse monster you control that began the Duel in the Main Deck; return it to the hand, and if you do, Special Summon from your Deck 1 Cyberse monster with the same Level, but with a different name. You can only use this effect of ""Garbage Collector"" once per turn."
Geira Guile the Cubic King,Effect Monster,WIND,Fairy,0,0,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by sending 1 ""Cubic"" monster you control to the Graveyard. If Summoned this way, this card gains 800 ATK. If this card is Special Summoned from the hand: Inflict 800 damage to your opponent. At the end of the Damage Step, if this card battled: You can target up to 2 ""Vijam the Cubic Seed"" in your Graveyard; send this card to the Graveyard, and if you do, Special Summon them, then you can add 1 ""Vulcan Dragni the Cubic King"" from your Deck to your hand."
Genex Ally Solid,Effect Monster,DARK,Machine,500,1200,"Once per turn, you can send 1 face-up WATER ""Genex"" monster you control to the Graveyard to draw 2 cards."
Ghostrick Doll,Effect Monster,DARK,Spellcaster,300,1200,"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When this card is flipped face-up: During the End Phase, change as many face-up monsters on the field as possible to face-down Defense Position, then you can Special Summon 1 ""Ghostrick"" monster from your Deck in face-down Defense Position, whose Level is less than or equal to the number of monsters flipped face-down by this effect."
Ghostrick Fairy,Effect Monster,DARK,Spellcaster,900,1000,"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When this card is flipped face-up: You can target 1 ""Ghostrick"" card in your GY; Set that card (but banish it when it leaves the field), then, you can change face-up monsters your opponent controls to face-down Defense Position, up to the number of Set cards you control."
Ghostrick Nekomusume,Effect Monster,DARK,Spellcaster,400,900,"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When a Level 4 or higher monster(s) is Normal or Special Summoned: Change that monster(s) to face-down Defense Position. There must be another ""Ghostrick"" monster on the field to activate and to resolve this effect."
Ghostrick Witch,Effect Monster,DARK,Spellcaster,1200,200,"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. Once per turn: You can target 1 face-up monster your opponent controls; change it to face-down Defense Position."
