Card Name,Type,Attribute,Sub Type,ATK,DEF,Card Text
Angel 07,Effect Monster,LIGHT,Fairy,2500,1500,"When this card is Tribute Summoned, it gains the following effect:"
,,,,,,The effects of Effect Monsters cannot be activated.
Arcana Force XVIII - The Moon,Effect Monster,LIGHT,Fairy,2800,2800,"When this card is Summoned, toss a coin: * Heads: During your Standby Phase, you can Special Summon 1 ""Moon Token"" (Fairy-Type/LIGHT/Level 1/ATK 0/DEF 0). * Tails: During each of your End Phases, select 1 monster you control and give control of it to your opponent."
Arisen Gaia the Fierce Knight,Effect Monster,DARK,Warrior,2300,2100,"If your opponent controls more monsters than you do, you can Normal Summon this card without Tributing. If this card is Tributed: You can Special Summon 1 ""Black Luster Soldier"" monster from your hand or Graveyard. You can only use this effect of ""Arisen Gaia the Fierce Knight"" once per turn. When you Ritual Summon a ""Black Luster Soldier"" monster, you can banish this card from your Graveyard as 1 of the monsters required for the Ritual Summon."
Arkbrave Dragon,Effect Monster,LIGHT,Dragon,2400,2000,"If this card is Special Summoned from the Graveyard: You can banish as many face-up Spell/Trap Cards your opponent controls as possible, and if you do, this card gains 200 ATK and DEF for each card banished. Once per turn, during the Standby Phase, if this card is in the Graveyard because it was sent there last turn: You can target 1 Level 7 or 8 Dragon-Type monster in your Graveyard, except ""Arkbrave Dragon""; Special Summon it."
Armed Dragon LV7,Effect Monster,WIND,Dragon,2800,1000,"Cannot be Normal Summoned/Set. Must be Special Summoned by ""Armed Dragon LV5"", and cannot be Special Summoned by other ways. You can send 1 monster from your hand to the Graveyard: destroy all face-up monsters your opponent controls with ATK less than or equal to the sent monster's ATK."
Athena,Effect Monster,LIGHT,Fairy,2600,800,"Each time a Fairy-Type monster(s) is Summoned, inflict 600 damage to your opponent. Once per turn, you can send 1 face-up Fairy-Type monster you control, except ""Athena"", to the Graveyard to select 1 Fairy-Type monster from your Graveyard, except ""Athena"", and Special Summoned it."
B.E.S. Covered Core,Effect Monster,EARTH,Machine,2500,800,"Put 2 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, toss a coin and call it at the end of the Damage Step. If you call it wrong, remove 1 counter. If this card battles without a counter, destroy this card at the end of the Damage Step."
Barrel Dragon,Effect Monster,DARK,Machine,2600,2200,"Toss a coin 3 times. If 2 out of 3 results are Heads, destroy 1 monster on your opponent's side of the field. This effect can only be used once per turn during your Main Phase."
Behemoth the King of All Animals,Effect Monster,EARTH,Beast,2700,1500,"This card can be Normal Summoned or Set with 1 Tribute Monster. In that case, the original ATK of this card becomes 2000. When this card is Tribute Summoned successfully, you can return from your Graveyard to the owner's hand a number of Beast-Type monsters equal to the number of Tributed monsters."
Black Dragon Ninja,Effect Monster,DARK,Beast,2800,1600,"Cannot be Special Summoned, except with the effect of a ""Ninja"" monster or ""Ninjitsu Art"" card. Once per turn, during either player's turn: You can send 1 ""Ninja"" monster and 1 ""Ninjitsu Art"" card from your hand and/or face-up from your field to the Graveyard, then target 1 monster on the field; banish it. If this face-up card leaves the field: Special Summon as many monsters banished by this card's effect as possible to their owner's field(s)."
Black Tyranno,Effect Monster,EARTH,Dinosaur,2600,1800,"If you opponent Controls no cards except Defense Position Monster Cards, this card can attack your opponent directly."
Blackwing - Abrolhos the Megaquake,Effect Monster,DARK,Winged Beast,2600,1800,"This card cannot be Special Summoned. Any monsters that battles with this card is not destroyed by that battle, and returns to the hand after damage calculation. Once per turn, during your Main Phase 1, you can have this card lose 1000 ATK, and return all cards in your opponent's Spell and Trap Card Zone to the hand."
"Blaster, Dragon Ruler of Infernos",Effect Monster,FIRE,Dragon,2800,1800,"If this card is in your hand or Graveyard: You can banish a total of 2 FIRE and/or Dragon-Type monsters from your hand and/or Graveyard, except this card; Special Summon this card. During your opponent's End Phase, if this card was Special Summoned: Return it to the hand. You can discard this card and 1 FIRE monster to the Graveyard, then target 1 card on the field; destroy that target. If this card is banished: You can add 1 FIRE Dragon-Type monster from your Deck to your hand. You can only use 1 ""Blaster, Dragon Ruler of Infernos"" effect per turn, and only once that turn."
Brain Crusher,Effect Monster,DARK,Insect,2400,1500,"Once per turn, during the End Phase, if this card destroyed an opponent's monster by battle and sent it to the Graveyard this turn while you controlled it: You can target 1 of those destroyed monsters in the Graveyard; Special Summon that target."
Brinegir,Effect Monster,WATER,Sea Serpent,1000,2600,"If this card is Normal or Special Summoned: You can target 1 WATER monster in your GY; this card gains ATK equal to that monster's ATK until the end of this turn. If this card is sent to the GY: You can target 1 WATER monster you control; it gains 1000 ATK until the end of this turn. You can only use each effect of ""Brinegir"" once per turn."
Buster Blader,Effect Monster,EARTH,Warrior,2600,2300,This card gains 500 ATK for each Dragon-Type monster your opponent controls or is in their Graveyard.
"Buster Blader, the Destruction Swordmaster",Effect Monster,EARTH,Warrior,2600,2300,"This card's name becomes ""Buster Blader"" while it is on the field or in the Graveyard. If a monster(s) your opponent controls is destroyed by battle or card effect and sent to the Graveyard: You can target 1 of those destroyed monsters; equip it to this card.Once per turn: You can send 1 Monster Card you control that is equipped to this card to the Graveyard; destroy all monsters your opponent controls with the same Type as that monster sent to the Graveyard."
Chaos Hunter,Effect Monster,DARK,Fiend,2500,1600,"When your opponent Special Summons a monster, you can discard 1 card to Special Summon this card from your hand. Your opponent cannot remove cards from play."
Charging Gaia the Fierce Knight,Effect Monster,LIGHT,Warrior,2300,2100,"You can Normal Summon this card without Tributing. If this card is Normal Summoned without Tributing, its original ATK becomes 1900. If this card is Tributed: You can add1 ""Black Luster Soldier"" monster from your Deck to your hand. You can only use this effect of ""Charging Gaia the Fierce Knight"" once per turn."
Citadel Whale,Effect Monster,WATER,Fish,2350,2150,"If this card is in your hand or GY: You can Tribute 2 WATER monsters; Special Summon this card. You can only use this effect of ""Citadel Whale"" once per turn. If this card is Special Summoned: You can Set 1 ""Sea Stealth Attack"" directly from your Deck. Once per turn, when your opponent activates a card or effect that targets 1 WATER monster you control (and no other cards) (Quick Effect): You can negate the activation, and if you do, destroy that card."
Cluster Congester,Effect Monster,LIGHT,Cyberse,1000,2200,"If this card is Normal or Special Summoned and you control no Link Monsters: You can Special Summon 1 ""Congester Token"" (Cyberse/DARK/Level 1/ATK 0/DEF 0). You can only use this effect of ""Cluster Congester"" once per turn. Once per Battle Step, if a Link Monster you control is attacked (Quick Effect): You can banish this card from your GY and that Link Monster; Special Summon ""Congester Tokens"" up to the number of Link Monsters your opponent controls."
Cosmic Horror Gangi'el,Effect Monster,LIGHT,Reptile,2600,2000,"If you're Tributing a monster on your side of the field that is owned by your opponent, this card can be Normal Summoned with 1 Tribute. Once per turn, you can place 1 A-Counter on a monster on your opponent's side of the field. (If a monster with an A-Counter battles an ""Alien"" monster, it loses 300 ATK and DEF for each A-Counter during damage calculation only.)"
Cosmo Brain,Effect Monster,DARK,Spellcaster,1500,2450,"Cannot be Normal Summoned/Set. Must first be Special Summoned by sending 1 non-Effect Monster from your hand or face-up field to the GY. This card gains ATK equal to the Level of the monster sent to the GY this way x 200. You can Tribute 1 Effect Monster; Special Summon 1 Normal Monster from your hand or Deck. You can only use this effect of ""Cosmo Brain"" once per turn."
Cyber Dinosaur,Effect Monster,LIGHT,Machine,2500,1900,"When your opponent Special Summons a monster from their hand, you can Special Summon this card from your hand."
Cyber Laser Dragon,Effect Monster,LIGHT,Machine,2400,1800,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Photon Generator Unit"". Once per turn, you can destroy 1 monster with ATK or DEF greater than or equal to this card's ATK."
D/D Vice Typhon,Effect Monster,DARK,Fiend,2300,2800,"When this card is Normal Summoned: You can Tribute 1 ""D/D"" monster; Special Summon 1 Level 7 ""D/D/D"" monster from your Deck. During your Main Phase, if this card is in the GY because it was sent there this turn: You can Fusion Summon 1 Level 8 or higher ""D/D/D"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your GY, including this card. You can only use each effect of ""D/D Vice Typhon"" once per turn."
D/D/D Dragon King Pendragon,Effect Monster,DARK,Fiend,2600,2400,"If this card is in your hand: You can Tribute 1 Dragon-Type monster and 1 other Fiend-Type monster from your hand and/or your side of the field; Special Summon this card. Once per turn: You can discard 1 card; this card gains 500 ATK, then you can destroy 1 Spell/Trap Card on the field. This ATK increase lasts until the end of this turn."
D/D/D Supreme King Kaiser,Effect Monster,DARK,Fiend,2800,2100,"If this card is Pendulum Summoned: All face-up cards your opponent currently controls have their effects negated, until the end of this turn. Once per turn, during your Main Phase, if this card was Pendulum Summoned this turn: You can target up to 2 cards in your Spell & Trap Zones; destroy them, and if you do, for each card destroyed, this card gains 1 additional attack during each Battle Phase this turn."
Danger! Dogman!,Effect Monster,DARK,Beast-Warrior,2400,1000,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger! Dogman!"", Special Summon 1 ""Danger! Dogman!"" from your hand, and if you do, draw 1 card. If this card is discarded: You can have all face-up monsters your opponent currently controls lose 1000 ATK until the end of this turn. You can only use this effect of ""Danger! Dogman!"" once per turn."
Danger! Nessie!,Effect Monster,DARK,Aqua,1600,2800,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger! Nessie!"", Special Summon 1 ""Danger! Nessie!"" from your hand, and if you do, draw 1 card. If this card is discarded: You can add 1 ""Danger!"" card from your Deck to your hand, except ""Danger! Nessie!"" You can only use this effect of ""Danger! Nessie!"" once per turn."
Dark Armed Dragon,Effect Monster,DARK,Dragon,2800,1000,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by having exactly 3 DARK monsters in your Graveyard, and cannot be Special Summoned by other ways. You can banish 1 DARK monster from your Graveyard to target 1 card on the field; destroy that target."
Dark Eradicator Warlock,Effect Monster,DARK,Spellcaster,2500,2100,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 ""Dark Magician"" on your side of the field. While this card is face-up on the field, inflict 1000 points of damage to your opponent's Life Points each time either player activates 1 Normal Spell Card."
Dark Magician Knight,Effect Monster,DARK,Warrior,2500,2100,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Knight's Title"". If this card is Special Summoned successfully, select 1 card on the field and destroy it."
Dark Simorgh,Effect Monster,DARK,Winged Beast,2700,1000,"While face-up on the field, this card is also WIND-Attribute. You can banish 1 DARK monster and 1 WIND monster from your Graveyard; Special Summon this card from your hand. You can banish 1 DARK monster and 1 WIND monster from your hand; Special Summon this card from your Graveyard. Your opponent cannot Set any cards on the field."
Darkblaze Dragon,Effect Monster,FIRE,Dragon,1200,1000,"When this card is Special Summoned from the Graveyard, its ATK and DEF increases to become twice its original ATK and DEF. When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the ATK of the destroyed monster."
Darklord Nasten,Effect Monster,DARK,Fairy,2600,2600,"You can discard 2 other ""Darklord"" cards; Special Summon this card from your hand. During either player's turn: You can pay 1000 LP, then target 1 ""Darklord"" Spell/Trap Card in your Graveyard; apply that target's effect, then shuffle that target into the Deck. You can only use this effect of ""Darklord Nasten"" once per turn. You can only Special Summon ""Darklord Nasten(s)"" once per turn."
Darkness Destroyer,Effect Monster,DARK,Fiend,2300,1800,"Cannot be Special Summoned. This card can attack twice during each Battle Phase. If this attacks a Defense Position monster, inflict piercing Battle Damage to your opponent."
Degrade Buster,Effect Monster,FIRE,Cyberse,2500,2500,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 2 Cyberse monsters from your GY. You can target 1 monster your opponent controls with ATK higher than this card (Quick Effect); banish it until the End Phase. You can only use this effect of ""Degrade Buster"" once per turn."
Destruction Cyclone,Effect Monster,WIND,Reptile,2000,1500,"When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-WIND monsters."
"Diabolos, King of the Abyss",Effect Monster,DARK,Dragon,2800,1000,"This card cannot be Special Summoned. If you Tribute Summon this card, the Tributes must be DARK. This card cannot be Tributed by a card's effect. During your opponent's Draw Phase, before their draw, look at the top card of their Deck, then put that card on the top or bottom of their Deck."
Dinowrestler Pankratops,Effect Monster,EARTH,Dinosaur,2600,0,"If your opponent controls more monsters than you do, you can Special Summon this card (from your hand). You can only Special Summon ""Dinowrestler Pankratops"" once per turn this way. (Quick Effect): You can Tribute 1 ""Dinowrestler"" monster, then target 1 card your opponent controls; destroy it. You can only use this effect of ""Dinowrestler Pankratops"" once per turn."
Dragonic Knight,Effect Monster,FIRE,Dragon,2800,2300,"When the effect of an opponent's monster is activated that targets and destroys a card(s) you control, you can send the targeted card(s) to the Graveyard to Special Summon this card from your hand."
Dragonmaid Ernus,Effect Monster,EARTH,Dragon,2600,1600,"Cannot be destroyed by card effects while you control a Fusion Monster. You can only use each of the following effects of ""Dragonmaid Ernus"" once per turn."
,,,,,,"(Quick Effect): You can discard this card; Special Summon 1 Level 4 or lower ""Dragonmaid"" monster from your hand."
,,,,,,"At the end of the Battle Phase: You can return this card to the hand, and if you do, Special Summon 1 Level 2 ""Dragonmaid"" monster from your hand."
Dragonmaid Nudyarl,Effect Monster,WATER,Dragon,2600,1600,"Cannot be destroyed by card effects while you control a Fusion Monster. You can only use each of the following effects of ""Dragonmaid Nudyarl"" once per turn."
,,,,,,"You can discard this card, then target 1 monster in either GY; shuffle it into the Deck."
,,,,,,"At the end of the Battle Phase: You can return this card to the hand, and if you do, Special Summon 1 Level 2 ""Dragonmaid"" monster from your hand."
Elemental HERO Bladedge,Effect Monster,EARTH,Warrior,2600,1800,"If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent."
Elemental HERO Honest Neos,Effect Monster,LIGHT,Warrior,2500,2000,"During either player's turn: You can discard this card, then target 1 ""HERO"" monster on the field; it gains 2500 ATK until the end of this turn. During either player?s turn: You can discard 1 ""HERO"" monster; this card gains ATK equal to the discarded monster's ATK until the end of this turn. You can only use each effect of ""Elemental HERO Honest Neos"" once per turn."
Emes the Infinity,Effect Monster,LIGHT,Machine,2500,2000,"Each time this card destroys an opponent's monster and sends it to the Graveyard as a result of battle, increase the ATK of this card by 700 points."
"Endymion, the Master Magician",Effect Monster,DARK,Spellcaster,2700,1700,"You can Special Summon this card (from your hand or Graveyard) by removing 6 Spell Counters from a ""Magical Citadel of Endymion"" you control. When you do: Target 1 Spell Card in your Graveyard; add that target to your hand. Once per turn: You can discard 1 Spell Card, then target 1 card on the field; destroy that target."
Evil HERO Malicious Edge,Effect Monster,EARTH,Fiend,2600,1800,"If your opponent controls a monster, you can Tribute Summon this card with 1 Tribute. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent."
Exploderokket Dragon,Effect Monster,DARK,Dragon,2000,2000,"When a Link Monster's effect is activated that targets this face-up card on the field (Quick Effect): You can destroy this card, then each player takes 2000 damage. During the End Phase, if this card is in the GY because it was destroyed on the field by battle or card effect and sent there this turn: You can Special Summon 1 ""Rokket"" monster from your Deck, except ""Exploderokket Dragon"". You can only use each effect of ""Exploderokket Dragon"" once per turn."
F.A. Dark Dragster,Effect Monster,DARK,Machine,0,2000,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by having a Level 7 or higher ?F.A.? monster on the field, but no ?F.A. Dark Dragster? in your Monster Zone. Gains ATK equal to its Level x 300. Each time a ?F.A.? Spell/Trap Card or effect is activated: You can increase this card?s Level by 1. Once per turn: You can target 1 card on the field; reduce this card?s level by 3, and if you do, destroy that target."
Fallen Angel of Roses,Effect Monster,EARTH,Plant,2400,1300,"You can Special Summon this card (from your hand) by returning 1 face-up Plant-Type monster you control to the hand, except ""Fallen Angel of Roses"". If you do, banish this card when it leaves the field."
Fantastical Dragon Phantazmay,Effect Monster,DARK,Dragon,2400,1800,"If your opponent Special Summons a Link Monster(s) (except during the Damage Step): You can Special Summon this card from your hand, draw cards equal to the number of Link Monsters your opponent controls +1, then shuffle cards from your hand into the Deck equal to the number of Link Monsters they control. When your opponent activates a card or effect that targets a monster(s) you control (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy it. You can only use each effect of ""Fantastical Dragon Phantazmay"" once per turn."
Firestorm Prominence,Effect Monster,FIRE,Reptile,2000,1500,"When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-FIRE monsters."
Flame Ogre,Effect Monster,FIRE,Fiend,2400,1700,"This card cannot be Special Summoned. When this card is Normal Summoned, draw 1 card."
Flower Cardian Clover with Boar,Effect Monster,DARK,Warrior,1000,1000,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Clover with Boar"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can destroy 1 monster your opponent controls. Otherwise, send it to the Graveyard."
Fog King,Effect Monster,WATER,Spellcaster,0,0,"You can Normal Summon this card with 1 Tribute, or without a Tribute. The ATK of this card is equal to the combined original ATK of the monsters Tributed to Summon it. Neither player can Tribute monsters."
Fushioh Richie,Effect Monster,DARK,Zombie,2600,2900,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned from your hand or your Deck by Tributing 1 Great Dezard"" that has fulfilled the condition. You can flip this card into face-down Defense Position once per turn during your Main Phase. As long as this monster remains face-up on the field, negate the activation and effects of all Spell and Trap Cards that target this card and destroy them. When this card is flipped face-up, you can Special Summon 1 Zombie-Type monster from your Graveyard."""
"Fusilier Dragon, the Dual-Mode Beast",Effect Monster,DARK,Machine,2800,2000,"You can Normal Summon or Set this card without Tributing. If you do, its original ATK and DEF are halved."
Gearfried the Swordmaster,Effect Monster,LIGHT,Warrior,2600,2200,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Release Restraint"" and cannot be Special Summoned by other ways. When an Equip Card(s) is equipped to this card: Target 1 monster your opponent controls; destroy that target."
General Gantala of the Ice Barrier,Effect Monster,WATER,Warrior,2700,2000,"Once per turn, during your End Phase, you can select and Special Summon 1 ""Ice Barrier"" monster from your Graveyard, except ""General Gantala of the Ice Barrier""."
Genex Solar,Effect Monster,LIGHT,Machine,2500,1500,"This card can be Normal Summoned by Tributing 1 ""Genex"" monster. Each time a face-up ""Genex"" monster(s) you control is sent to the Graveyard, inflict 500 damage to your opponent."
Gladiator Beast Octavius,Effect Monster,LIGHT,Winged Beast,2500,1200,"When this card is Special Summoned by the effect of a ""Gladiator Beast"" monster: Target 1 face-down Spell or Trap Card in the Spell & Trap Card Zone; destroy that target. At the end of your Battle Phase, if this card attacked or was attacked: Shuffle this card into the Deck or discard 1 card."
Gladiator Beast Vespasius,Effect Monster,WATER,Sea Serpent,2300,0,"At the start of the Damage Step, if your ""Gladiator Beast"" monster battles a monster: You can Special Summon this card from your hand. You can only use this effect of ""Gladiator Beast Vespasius"" once per turn. While you control this card, Special Summoned by the effect of a ""Gladiator Beast"" monster, all monsters you control gain 500 ATK. At the end of the Battle Phase, if this card battled: You can shuffle this card into the Deck; Special Summon 1 ""Gladiator Beast"" monster from your Deck, except ""Gladiator Beast Vespasius""."
Gorz the Emissary of Darkness,Effect Monster,DARK,Fiend,2700,2500,"When you take damage from a card your opponent controls: You can Special Summon this card from your hand. You must control no cards to activate and to resolve this effect. When Special Summoned this way, activate the appropriate effect, based on the type of damage."
,,,,,,"Battle Damage: Special Summon 1 ""Emissary of Darkness Token"" (Fairy-Type/LIGHT/Level 7/ATK ?/DEF ?). Its ATK and DEF are each equal to the amount of Battle Damage you took."
,,,,,,Effect Damage: Inflict damage to your opponent equal to the amount of damage you took.
Great Poseidon Beetle,Effect Monster,EARTH,Insect,2500,2300,"If this card targets an opponent's face-up Attack Position monster for an attack, and that monster is not destroyed by the battle, this card can attack the same monster again in a row. This effect can only be used twice per turn."
Great Shogun Shien,Effect Monster,FIRE,Warrior,2500,2400,"If you control 2 or more face-up ""Six Samurai"" monsters, you can Special Summon this card (from your hand). Your opponent can only activate 1 Spell/Trap Card each turn. If this card would be destroyed, you can destroy a face-up ""Six Samurai"" monster you control instead."
Greed Quasar,Effect Monster,DARK,Fiend,?,?,This card's original ATK and DEF are each equal to its Level x 300. This monster's Level is increased by the Level of monsters it destroys by battle.
"Green Baboon, Defender of the Forest",Effect Monster,EARTH,Beast,2600,1800,"When a Beast-Type monster you control is destroyed and sent to the Graveyard, you can pay 1000 Life Points to Special Summon this card from your hand or the Graveyard."
Guardian Angel Joan,Effect Monster,LIGHT,Fairy,2800,2000,When this card destroys a monster by battle and sends it to the Graveyard: Gain Life Points equal to the original ATK of that destroyed monster in the Graveyard.
Harpie's Pet Dragon,Effect Monster,WIND,Dragon,2000,2500,"This card gains 300 ATK and DEF for each ""Harpie Lady"" on the field."
Hieratic Dragon of Asar,Effect Monster,LIGHT,Dragon,2600,700,"You can Special Summon this card (from your hand) by banishing 1 LIGHT Dragon-Type monster and 1 Dragon-Type Normal Monster from your Graveyard. If this face-up card on the field would be destroyed, you can Tribute 1 face-up ""Hieratic"" monster you control instead, except this card."
High Priestess of Prophecy,Effect Monster,LIGHT,Spellcaster,2500,2100,"You can reveal 3 ""Spellbook"" Spell Cards in your hand; Special Summon this card from your hand. Once per turn: You can banish 1 ""Spellbook"" Spell Card from your hand or Graveyard to target 1 card on the field; destroy that target."
Hundred-Footed Horror,Effect Monster,DARK,Insect,2600,1300,"If your opponent controls a monster and you control no monsters, you can Normal Summon this card without Tributing, but its original ATK becomes 1300."
Igknight Lancer,Effect Monster,FIRE,Warrior,2600,1800,"While this card is in your hand: You can target 3 ""Igknight"" cards you control; destroy them, and if you do, Special Summon this card. Once per turn: You can target 1 other ""Igknight"" monster you control; return it to the hand, and if you do, place 1 Spell/Trap Card your opponent controls on the bottom of the Deck."
Illusory Snatcher,Effect Monster,DARK,Fiend,2400,1000,"When you Tribute Summon a monster: You can Special Summon this card from your hand, and if you do, the Type, Attribute, and Level of this card become the same as that face-up Tribute Summoned monster."
Infernoid Seitsemas,Effect Monster,FIRE,Fiend,2600,0,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or Graveyard) by banishing 2 ""Infernoid"" monsters from your hand or Graveyard while the total Levels and Ranks of all Effect Monsters you control are 8 or lower, and cannot be Special Summoned by other ways. If this card attacks an opponent's monster, this effect can be activated at the end of the Battle Phase: Banish 1 card on the field. Once per turn, during either player's turn: You can Tribute 1 monster, then target 1 card in your opponent's Graveyard; banish it."
Insect Queen,Effect Monster,EARTH,Insect,2200,2400,"This card cannot declare an attack unless you Tribute 1 monster. This card gains 200 ATK for each Insect-Type monster on the field. During the End-Phase, if this card destroyed an opponent's monster by battle this turn: Special Summon 1 ""Insect Monster Token"" (Insect-Type/EARTH/Level 1/ATK 100/DEF 100) in Attack Position."
Jack-o-Bolan,Effect Monster,FIRE,Zombie,1500,2200,"You can discard 1 Zombie monster; Special Summon this card from your hand. During your opponent's Main Phase (Quick Effect): You can target 1 Zombie monster in either GY; Special Summon that monster (but banish it when it leaves the field), then banish this face-up card until the End Phase. You can only use each effect of ""Jack-o-Bolan"" once per turn."
Jurrac Spinos,Effect Monster,FIRE,Dinosaur,2600,1700,"When this card destroys an opponent's monster by battle and sends it to the Graveyard, Special Summon 1 ""Spinos Token"" (Dinosaur/FIRE/Level 1/ATK 300/DEF 0) in Attack Position to your opponent's side of the field."
Jurrac Tyrannus,Effect Monster,FIRE,Dinosaur,2500,1400,"You can Tribute 1 Dinosaur-Type monster you control to have this card gain 500 ATK. If this card destroys an opponent's monster by battle and sends it to the Graveyard, this card gains 300 ATK."
Kazejin,Effect Monster,WIND,Spellcaster,2400,2200,Reduce the ATK of an opponent's monster attacking this card to 0. This effect can be used only once. The card's owner chooses when to activate this effect.
King of the Beasts,Effect Monster,EARTH,Beast,2500,800,"You can Tribute 1 face-up ""Moja"" you control to Special Summon this card from your hand or Graveyard. You can only have 1 face-up ""King of the Beasts"" on the field."
Koa'ki Meiru Rooklord,Effect Monster,EARTH,Warrior,2800,2200,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Warrior-Type monster in your hand. You can Tribute Summon this card by Tributing 1 ""Koa'ki Meiru"" monster. When this card is Normal Summoned, you can remove from play 1 ""Koa'ki Meiru"" card in your Graveyard to destroy up to 2 cards your opponent controls."
Kozmo Forerunner,Effect Monster,LIGHT,Machine,2800,1400,"Cannot be targeted by an opponent's card effects. During your Standby Phase: Gain 1000 LP. If this card is destroyed by battle or card effect and sent to the Graveyard: You can banish this card from your Graveyard; Special Summon 1 Level 6 or lower ""Kozmo"" monster from your Deck."
"Kumongous, the Sticky String Kaiju",Effect Monster,EARTH,Insect,2400,2500,"You can Special Summon this card (from your hand) to your opponent's side of the field in Attack Position, by Tributing 1 monster they control. If your opponent controls a ""Kaiju"" monster, you can Special Summon this card (from your hand) in Attack Position. You can only control 1 ""Kaiju"" monster. When your opponent Normal or Special Summons a monster(s): You can remove 2 Kaiju Counters from anywhere on the field; until the end of the next turn, that monster(s) cannot attack and its effects are negated."
Laval Judgment Lord,Effect Monster,FIRE,Warrior,2700,1800,"Once per turn: You can banish 1 ""Laval"" monster from your Graveyard; inflict 1000 damage to your opponent. This card cannot declare an attack the turn you activated this effect."
Levia-Dragon - Daedalus,Effect Monster,WATER,Sea Serpent,2600,1500,"You can send 1 face-up ""Umi"" you control to the Graveyard; destroy all other cards on the field."
