Card Name,Type,Attribute   ,Sub Type    ,ATK    ,DEF    ,Card Text
Battle Fader,Effect Monster,DARK,Fiend,0,0,"When an opponent's monster declares a direct attack: You can Special Summon this card from your hand, then end the Battle Phase. If this card is Special Summoned with this effect, banish it when it leaves the field."
Battlewasp - Dart the Hunter,Effect Monster,WIND,Insect,100,100,"When your ""Battlewasp"" monster destroys a monster by battle that is owned by your opponent: You can discard this card; inflict damage to your opponent equal to that destroyed monster's original ATK. You can target 1 other Insect monster you control; it is treated as a Tuner this turn, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Insect monsters. You can only use each effect of ""Battlewasp - Dart the Hunter"" once per turn."
Battlewasp - Pin the Bullseye,Effect Monster,WIND,Insect,200,300,"If you control an Insect monster: You can Special Summon this card from your hand. During your Main Phase: You can inflict 200 damage to your opponent for each ""Battlewasp - Pin the Bullseye"" you control. You can only use each effect of ""Battlewasp - Pin the Bullseye"" once per turn."
"Bayonater, the Baneful Barrel",Effect Monster,DARK,Zombie,500,0,Once per turn: You can target 1 face-up monster your opponent controls; it loses 1000 ATK for each monster your opponent controls.
Beautunaful Princess,Effect Monster,WATER,Fish,0,0,"When this card is Normal or Special Summoned: You can banish this card; Special Summon 1 Level 4 or lower Fish-Type monster from your Deck, except ""Beautunaful Princess"". You can only use this effectof ""Beautunaful Princess"" once per turn."
Bee List Soldier,Effect Monster,WIND,Insect,500,400,"You can Tribute this card and 1 face-up Insect-Type monster, except ""Bee List Soldier"", to draw 2 cards."
Berry Magician Girl,Effect Monster,EARTH,Spellcaster,400,400,"If this card is Normal Summoned: You can add 1 ""Magician Girl"" monster from your Deck to your hand. Once per turn, during either player's turn, when your opponent activates a card or effect that targets this card, or targets this card for an attack: You can change this card's battle position, and if you do, Special Summon 1 ""Magician Girl"" monster from your Deck, except ""Berry Magician Girl""."
Big One Warrior,Effect Monster,LIGHT,Warrior,100,600,"During your Main Phase, you can send 1 Level 1 monster, except this card, from your hand to the Graveyard to Special Summon this card from your hand."
Black Metal Dragon,Effect Monster,DARK,Dragon,600,600,"You can target 1 ""Red-Eyes"" monster you control, except ""Red-Eyes B. Chick""; equip this monster from your hand or your side of the field to that target. It gains 600 ATK. If this card is sent from the field to the Graveyard: You can add 1 ""Red-Eyes"" card from your Deck to your hand, except ""Red-Eyes B. Chick""."
Black Potan,Effect Monster,DARK,Fiend,200,100,"If you control a face-up Tuner monster, this card cannot be destroyed by battle. When a face-up Tuner monster(s) you control is removed from the field, gain 800 Life Points."
Blackwing - Jetstream the Blue Sky,Effect Monster,DARK,Winged Beast,100,800,"Activate by sending this card from your hand to the Graveyard during damage calculation. A ""Blackwing"" monster you control is not destroyed by that battle."
"Blizzed, Defender of the Ice Barrier",Effect Monster,WATER,Aqua,300,500,"When this card is destroyed by battle and sent to the Graveyard, draw 1 card."
Block Spider,Effect Monster,EARTH,Insect,0,100,"Your opponent cannot target Insect-Type monsters for attacks, except this one. If this card is Special Summoned: You can Special Summon 1 ""Block Spider"" from your Deck. You can only use this effect of ""Block Spider"" once per turn."
Blue Duston,Effect Monster,WATER,Fiend,0,1000,"Cannot be used as a Fusion, Synchro, or Xyz Material for a Summon. While this card is face-up on the field, it cannot be Tributed. When this card on the field is destroyed: Banish 1 random card from the controller's hand, face-down, until the next turn's Standby Phase. You can only control 1 face-up ""Blue Duston""."
Bonze Alone,Effect Monster,EARTH,Fairy,100,100,Cannot be Normal or Special Summoned if you control a monster. You can Special Summon this card (from your hand) in Attack Position. If another monster(s) is Summoned to your field while you control this monster: Destroy this card.
Boost Warrior,Effect Monster,FIRE,Warrior,300,200,"If you control a face-up Tuner monster, you can Special Summon this card from your hand in face-up Defense Position. All Warrior-Type monsters you control gain 300 ATK."
Box of Friends,Effect Monster,LIGHT,Machine,0,0,"If this card is destroyed and sent to the Graveyard: You can Special Summon from your Deck, 2 Normal Monsters with different names whose ATK or DEF is 0, in face-up Defense Position. You can only use this effect of ""Box of Friends"" once per turn. Monsters Special Summoned by this effect cannot be used as Synchro Material Monsters, and they are destroyed during your next End Phase."
Caravan of the Ice Barrier,Effect Monster,WATER,Sea Serpent,500,200,"Once per turn, you can return 2 ""Ice Barrier"" monsters in your Graveyard to the Deck to have both players draw 1 card."
Cat's Ear Tribe,Effect Monster,EARTH,Beast-Warrior,200,100,The original ATK of your opponent's monster(s) that battles with this card during his/her turn becomes 200 points during the Damage Step.
"Ceruli, Guru of Dark World",Effect Monster,DARK,Fiend,100,300,"If this card is discarded to the Graveyard by a card effect: Special Summon this card from the Graveyard to your opponent's side of the field in face-up Defense Position. When this card is Special Summoned by the effect of a ""Dark World"" card: Your opponent must discard 1 card."
Chaos Necromancer,Effect Monster,DARK,Fiend,0,0,The ATK of this card becomes the number of Monster Cards in your Graveyard x 300 points.
Charm of Shabti,Effect Monster,EARTH,Rock,100,100,"Discard this card from your hand. Until the End Phase, make the Battle Damage to monsters that include ""Gravekeeper's"" in their card name 0."
Chobham Armor Dragon,Effect Monster,DARK,Dragon,0,0,"When an opponent's monster declares a direct attack: You can Special Summon this card from your hand in Attack Position, and if you do, for the rest of this turn, it cannot be destroyed by battle and the battle damage you take from battles involving this card is halved. If this card is sent to the GY as Link Material: You can target 1 other DARK monster in your GY; add it to your hand, also your opponent can add 1 monster from their GY to their hand. You can only use this effect of ""Chobham Armor Dragon"" once per turn."
Cipher Etranger,Effect Monster,LIGHT,Spellcaster,0,0,"While this card is in your hand or Graveyard: You can target 1 ""Cipher"" Xyz Monster you control; attach this card to it as Xyz Material. If this card is sent to the Graveyard: You can add 1 ""Cipher"" Spell/Trap Card from your Deck to your hand. You can only use 1 ""Cipher Etranger"" effect per turn, and only once that turn."
Clear Kuriboh,Effect Monster,LIGHT,Fairy,300,200,"During either player's turn, when your opponent activates a monster effect that would inflict damage: You can discard this card; negate the activation. When an opponent's monster declares a direct attack: You can banish this card from your Graveyard; draw 1 card, if it is a monster, you can Special Summon it, then change the attack target to it. You can only use this effect of ""Clear Kuriboh"" once per turn."
Cloudian - Ghost Fog,Effect Monster,WATER,Fiend,0,0,"This card cannot be Special Summoned. All Battle Damage to either player from a battle involving this monster becomes 0. If this card is destroyed by battle, distribute new Fog Counters equal to the Level of the monster that destroyed it among face-up monsters."
Cloudian - Sheep Cloud,Effect Monster,WATER,Fairy,0,0,"When this card is destroyed by battle and sent to the Graveyard, Special Summon 2 ""Cloudian Tokens"" (Fairy-Type/WATER/Level 1/ATK 0/DEF 0) in Defense Position. These tokens cannot be Tributed for a Tribute Summon, unless it is for a ""Cloudian"" monster."
Consecrated Light,Effect Monster,LIGHT,Fairy,0,0,"Neither player can Normal or Special Summon DARK monsters or declare an attack with a DARK monster. This card cannot be destroyed by battle with a DARK monster, and you take no Battle Damage from that battle."
Constellar Siat,Effect Monster,LIGHT,Fairy,100,1600,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). Once per turn: You can target 1 ""Constellar"" monster you control or in your Graveyard; this card's Level becomes the current Level of that monster. This card cannot be used as an Xyz Material, except for the Xyz Summon of a ""Constellar"" monster."
Copycat,Effect Monster,LIGHT,Spellcaster,0,0,When this card is Summoned: Target 1 face-up monster your opponent controls; this card's ATK and DEF become equal to that monster's original ATK and DEF.
Cosmic Compass,Effect Monster,EARTH,Machine,100,300,"When this card is Normal Summoned, you can Special Summon a number of ""Compass Tokens"" (Machine-Type/EARTH/Level 1/ATK 0/DEF 0) up to the number of monsters your opponent controls."
Cupid Volley,Effect Monster,LIGHT,Fairy,600,600,"You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the GY; increase this card's Level by the number of cards sent to the GY this way, until the end of this turn. If this card you control is destroyed by an opponent's card and sent to your GY: You gain 1500 LP. You can only use each effect of ""Cupid Volley"" once per turn."
Cursed Fig,Effect Monster,WATER,Plant,200,200,"When this card is destroyed by battle and sent to the Graveyard, select 2 Set Spell or Trap Cards on the field. While this card is in the Graveyard, the selected cards cannot be activated."
Cyber Dragon Herz,Effect Monster,LIGHT,Machine,100,100,"This card's name becomes ""Cyber Dragon"" while on the field or in the GY. You can only use 1 of the following effects of ""Cyber Dragon Herz"" per turn, and only once that turn."
,,,,,,"If this card is Special Summoned: You can make this card's Level become 5 until the end of this turn, also, you cannot Special Summon monsters for the rest of this turn, except Machine monsters."
,,,,,,"If this card is sent to the GY: You can add 1 other ""Cyber Dragon"" from your Deck or GY to your hand."
Cyber Dragon Nachster,Effect Monster,LIGHT,Machine,200,200,"This card's name becomes ""Cyber Dragon"" while on the field or in the GY. You can discard 1 other monster; Special Summon this card from your hand. If this card is Normal or Special Summoned: You can target 1 Machine monster with 2100 ATK or DEF in your GY; Special Summon it, also, you cannot Special Summon monsters for the rest of this turn, except Machine monsters. You can only use each effect of ""Cyber Dragon Nachster"" once per turn."
Cyber Larva,Effect Monster,LIGHT,Machine,400,600,"If this face-up card is targeted for an attack: You take no Battle Damage for the rest of this turn. When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 ""Cyber Larva"" from your Deck."
Cyber Pharos,Effect Monster,LIGHT,Machine,0,2100,"You can Special Summon this card (from your hand) by Tributing 1 Machine monster. Once per turn, during your Main Phase: You can Fusion Summon 1 Machine Fusion Monster from your Extra Deck, using monsters from your hand and/or field as material. When a Fusion Monster you control is destroyed by battle: You can banish this card from your GY; add 1 ""Power Bond"" from your Deck to your hand. You can only use this effect of ""Cyber Pharos"" once per turn."
Cyber Valley,Effect Monster,LIGHT,Machine,0,0,You can use 1 of these effects.
,,,,,,"When this card is targeted for an attack by an opponent's monster: You can banish this card; draw 1 card, then end the Battle Phase."
,,,,,,"You can target 1 face-up monster you control and this card; banish both that target and this card, then draw 2 cards."
,,,,,,"You can target 1 card in your Graveyard; banish this card and 1 card from your hand, then place that target on top of the Deck."
D Cubed,Effect Monster,DARK,Machine,0,0,"If this card is Normal Summoned: It is also treated as a ""Destiny HERO"" monster while face-up on the field. You can only use each of the following effects of ""D Cubed"" once per turn."
,,,,,,"You can discard up to 2 cards; Special Summon ""D Cubed"" from your hand, Deck, and/or Graveyard, equal to the number discarded, also for the rest of this turn, you cannot Normal or Special Summon other monsters, except ""Destiny HERO"" monsters."
,,,,,,"If this card is destroyed by battle or card effect: You can send 1 ""Destiny HERO"" monster from your Deck to the Graveyard."
D.D. Crow,Effect Monster,DARK,Winged Beast,100,100,During either player's turn: You can discard this card from your hand to the Graveyard to target 1 card in your opponent's Graveyard; banish that target.
D/D Necro Slime,Effect Monster,DARK,Fiend,300,300,"If this card is in your Graveyard: You can Fusion Summon 1 ""D/D/D"" Fusion Monsterfrom your Extra Deck, by banishing Fusion Materials listed on it from your Graveyard, including this card. You can only use this effect of ""D/D Necro Slime"" once per turn."
Dark Bug,Effect Monster,DARK,Insect,100,100,"When this card is Normal Summoned, select and Special Summon 1 Level 3 Tuner monster from your Graveyard. The effect(s) of that monster is negated."
Dark Spider,Effect Monster,DARK,Insect,0,0,"Once per turn, you can increase the Level of 1 face-up Insect-Type monster you control by 2, until the End Phase."
Darklon,Effect Monster,DARK,Fiend,100,100,"When this card is Normal Summoned: You can have all face-up monsters you currently control gain 1 Level, also, they become DARK (these effects last until the End Phase)."
Darksea Float,Effect Monster,DARK,Machine,0,300,"When this card on the field is destroyed by a card effect and sent to the Graveyard, the owner of this card draws 1 card."
Darksea Rescue,Effect Monster,DARK,Machine,0,0,"If this card is used for a Synchro Summon and sent to the Graveyard, the owner of this card draws 1 card."
Datacorn,Effect Monster,DARK,Cyberse,0,0,"If this card is Special Summoned: You can Special Summon 1 ""Data Acorn Token"" (Cyberse/DARK/Level 1/ATK 0/DEF 0). You can only use this effect of ""Datacorn"" once per turn."
Deepsea Macrotrema,Effect Monster,WATER,Fish,600,100,When this card is sent from the field to the Graveyard all face-up WATER monsters you control gain 500 ATK until the end of this turn.
Destiny HERO - Dark Angel,Effect Monster,DARK,Warrior,0,0,"If you have 3 or more ""Destiny HERO"" monsters in your Graveyard: You can discard this card, then target 1 ""Destiny HERO"" monster in your Graveyard; Special Summon it to your opponent's field in Defense Position. When a Spell Card or effect you activate resolves, negate that effect, and if you do, or if it did not have an effect, destroy that card. During your Standby Phase: You can banish this card and 1 ""Destiny HERO"" monster from your Graveyard; each player chooses 1 Normal Spell Card from their Deck, and places it on top of their Deck."
Destiny HERO - Disk Commander,Effect Monster,DARK,Warrior,300,300,When this card is Special Summoned from the Graveyard: Draw 2 cards.
Destiny HERO - Dreamer,Effect Monster,DARK,Warrior,0,600,"During damage calculation, if your ""Destiny HERO"" monster battles and this card is in your GY: You can Special Summon this card, make that monster unable to be destroyed by that battle, and if you do, you take no battle damage from that battle. If Summoned this way, banish this card when it leaves the field. You can only use this effect of ""Destiny HERO - Dreamer"" once per turn."
Dimension Wanderer,Effect Monster,LIGHT,Spellcaster,0,0,"When a monster is banished by the effect of ""Galaxy-Eyes Photon Dragon"": You can send this card from your hand to the Graveyard; inflict 3000 damage to your opponent. You can only use the effect of ""Dimension Wanderer"" once per turn."
Dinowrestler Martial Ampelo,Effect Monster,EARTH,Dinosaur,600,0,"During damage calculation, if your other ""Dinowrestler"" monster battles an opponent's monster with an equal or higher ATK (Quick Effect): You can send this card from your hand or field to the GY; for that battle, your monster cannot be destroyed and the battle damage you take is halved. When an opponent's monster declares an attack: You can banish this card from your GY; add 1 ""Dinowrestler"" monster from your Deck to your hand, except ""Dinowrestler Martial Ampelo"". You can only use this effect of ""Dinowrestler Martial Ampelo"" once per turn."
Djinn Disserere of Rituals,Effect Monster,DARK,Fiend,200,200,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. The monster Ritual Summoned using this card is not affected by Trap Cards."
Doctor Cranium,Effect Monster,EARTH,Psychic,100,100,"When this card is destroyed by battle and sent to the Graveyard, you can pay 800 Life Points to add 1 Psychic-Type monster from your Deck to your hand."
Donyoribo @Ignister,Effect Monster,DARK,Cyberse,300,0,"During damage calculation, if your ""@Ignister"" monster is attacked (Quick Effect): You can discard this card; you take no battle damage from that battle. When an ""@Ignister"" monster effect, or ""A.I."" Spell/Trap Card or effect, is activated that inflicts damage to your opponent, even during the Damage Step (Quick Effect): You can banish this card from your GY; double that damage inflicted to your opponent. You can only use each effect of ""Donyoribo @Ignister"" once per turn."
Doshin @Ignister,Effect Monster,EARTH,Cyberse,100,800,"If you control an ""@Ignister"" monster: You can Special Summon this card from your hand. You can target 1 Cyberse Link Monster in your GY; return it to the Extra Deck, and if you do, add 1 ""A.I. Love Fusion"" from your Deck to your hand. You can only use each effect of ""Doshin @Ignister"" once per turn."
Dotscaper,Effect Monster,EARTH,Cyberse,0,2100,"If this card is sent to the GY: You can Special Summon this card. If this card is banished: You can Special Summon this card. You can only use 1 ""Dotscaper"" effect per turn, and only once that turn. You can only use each effect of ""Dotscaper"" once per Duel."
Dragunity Tribus,Effect Monster,WIND,Winged Beast,500,300,"When this card is Normal or Special Summoned, you can send 1 Level 3 or lower Dragon-Type monster from your Deck to the Graveyard."
Droll & Lock Bird,Effect Monster,WIND,Spellcaster,0,0,"If your opponent adds a card(s) from their Deck to their hand, except during the Draw Phase, you can send this card from your hand to the Graveyard. For the rest of this turn, neither player can add card(s) from their Deck to their hand. (Drawing cards is also considered as ""adding a card to the hand."")"
Dverg of the Nordic Alfar,Effect Monster,EARTH,Warrior,100,1000,"During the turn this card is Normal Summoned, you can Normal Summon 1 ""Nordic"" in addition to your Normal Summon or Set. (You can only gain this effect once per turn.) When this face-up card on the field is sent to the Graveyard, select 1 ""Nordic Relic"" card in your Graveyard and add it to your hand."
DZW - Chimera Clad,Effect Monster,DARK,Fiend,0,0,"You can target 1 ""Number C39"" monster you control; equip this monster from your hand or your side of the field to that target. The equipped monster cannot be destroyed by battle. At the end of the Damage Step, when the equipped monster attacks an opponent's monster, but the opponent's monster was not destroyed by the battle: You can make the opponent's monster's ATK 0 (even after this card leaves the field or the monster becomes unaffected by card effects), and if you do, the equipped monster can make a second attack on the same monster in a row."
Eater of Millions,Effect Monster,DARK,Fiend,?,?,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 5 or more cards from your hand, field and/or Extra Deck, face-down, and cannot be Special Summoned by other ways. This card gains 100 ATK and DEF for each face-down banished card. This face-up card on the field cannot be Tributed, nor used as Material for a Fusion, Synchro, or Xyz Summon. Once per turn, at the start of the Damage Step, if this card battles an opponent's monster: You can banish that opponent's monster, face-down."
Edea the Heavenly Squire,Effect Monster,LIGHT,Warrior,800,1000,"If this card is Normal or Special Summoned: You can Special Summon 1 monster with 800 ATK and 1000 DEF from your Deck in Defense Position, except ""Edea the Heavenly Squire"", also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. If this card is sent to the Graveyard: You can target 1 of yourbanished ""Monarch"" Spell/Trap Cards; add it to your hand. You can only use each effect of ""Edea the Heavenly Squire"" once per turn."
Eva,Effect Monster,LIGHT,Fairy,500,200,"If this card is sent to the GY: You can banish up to 2 other LIGHT Fairy monsters from your field and/or GY; add the same number Level 2 or lower LIGHT Fairy monsters with different names from your Deck to your hand, except ""Eva"". You can only use this effect of ""Eva"" once per turn."
Evil Thorn,Effect Monster,DARK,Plant,100,300,"You can Tribute this card to inflict 300 damage to your opponent and Special Summon up to 2 ""Evil Thorn""(s) from your Deck in face-up Attack Position. Those monsters' effects cannot be activated."
Evoltile Gephyro,Effect Monster,FIRE,Reptile,200,400,"When this card is destroyed by battle: You can target 1 ""Evolsaur"" monster in your Graveyard; Special Summon that target."
Evoltile Megachirella,Effect Monster,FIRE,Reptile,0,0,"You can Tribute 1 Reptile monster, then discard 1 card; Special Summon 1 Level 6 or lower FIRE Dinosaur monster from your Deck. You can banish this card from your GY, then target 1 Dragon Xyz Monster you control with no material; attach up to 2 Reptile and/or Dinosaur monsters with different names from your hand and/or GY to that monster as material. You can only use each effect of ""Evoltile Megachirella"" once per turn."
Evoltile Pleuro,Effect Monster,FIRE,Reptile,200,200,"If this card you control is destroyed and sent to your Graveyard: You can Special Summon 1 ""Evolsaur"" monster from your hand."
Explossum,Effect Monster,EARTH,Beast,100,100,"You can target 1 face-up Xyz Monster your opponent controls; equip this monster from your hand or your side of the field to that target. If a monster equipped with this card by this effect has no Xyz Materials, destroy that monster. While this card is equipped to a monster, during each of your opponent's Standby Phases: Detach 1 Xyz Material from the equipped monster."
Extraceratops,Effect Monster,EARTH,Warrior,100,100,"When a monster in the Extra Monster Zone is destroyed by battle with a monster in the Main Monster Zone and sent to the GY, while this card is in the GY: You can Special Summon this card, in Defense Position, to the field of that destroyed monster's owner. You can only use this effect of ""Extraceratops"" once per turn. If this card Summoned this way is destroyed and sent to the GY: Draw 1 card."
Fabled Lurrie,Effect Monster,LIGHT,Fiend,200,400,"When this card is discarded from your hand to the Graveyard, Special Summon it."
Fabled Topi,Effect Monster,LIGHT,Fiend,500,200,"If your opponent has 2 or more cards in their hand than you do, you can reveal 1 ""Fabled"" monster in your hand and Tribute this face-up card to select 2 Spell or Trap Cards your opponent controls, and destroy them."
"Filo, Messenger Fur Hire",Effect Monster,WIND,Winged Beast,0,0,"During your Main Phase: You can Special Summon 1 monster ""Fur Hire"" from your hand, except ""Filo, Messenger Fur Hire"". If a monster ""Fur Hire"" is Special Summoned to your field while you control this monster (except during the Damage Step): You can target 1 monster ""Fur Hire"" in your GY; Special Summon it in Defense Position, but place it on the bottom of the Deck if it leaves the field. You can only use each effect of ""Filo, Messenger Fur Hire"" once per turn."
Flamvell Poun,Effect Monster,FIRE,Pyro,200,200,"When this card is destroyed by battle and sent to the Graveyard, you can select and add 1 monster with 200 DEF from your Deck to your hand."
Flower Cardian Pine,Effect Monster,DARK,Warrior,100,100,"If this card is Normal Summoned: Draw 1 card, show it, then send it to the Graveyard unless it is a ""Flower Cardian"" monster. You can only use this effect of ""Flower Cardian Pine"" once per turn. If this card is destroyed by battle and sent to the Graveyard, or if this card in your possession is destroyed by an opponent's card effect and sent to your Graveyard: You can draw 1 card."
Flower Cardian Pine with Crane,Effect Monster,DARK,Warrior,2000,2000,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 1 ""Flower Cardian"" monster, except ""Flower Cardian Pine with Crane"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. At the end of the Battle Phase, if this card battled: Draw 1 card."
Fluffal Cat,Effect Monster,EARTH,Fairy,700,300,"If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon: You can target 1 ""Polymerization"" in your Graveyard; add it to your hand. You can only use this effect of ""Fluffal Cat"" once per turn."
Fluffal Mouse,Effect Monster,EARTH,Fairy,100,100,"During your Main Phase: You can Special Summon up to 2 copies of ""Fluffal Mouse"" from your Deck. This effect can only be used once while this card is face-up on the field. You cannot Special Summon monsters from the Extra Deck the turn you activate this effect, except ""Frightfur"" monsters."
Fluffal Octopus,Effect Monster,WATER,Fairy,800,800,"When this card is Normal or Special Summoned: You can target 1 ""Fluffal"" or ""Edge Imp"" monster in your Graveyard; add it to your hand. If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon of a ""Frightfur"" Fusion Monster: You can target up to 2 of your banished monsters; return them to the Graveyard. You can only use each effect of ""Fluffal Octopus"" once per turn."
Fluffal Rabbit,Effect Monster,EARTH,Fairy,300,1200,"If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon: You can target 1 ""Edge Imp Sabres"" or 1 ""Fluffal"" monster in your Graveyard, except ""Fluffal Rabbit""; add it to your hand. You can only use this effect of ""Fluffal Rabbit"" once per turn."
Fluffal Wings,Effect Monster,LIGHT,Fairy,100,100,"If this card is in your Graveyard and you control ""Toy Vendor"": You can banish this card from your Graveyard, then target 1 ""Fluffal"" monster in your Graveyard; banishit, and if you do, draw 1 card, then you send 1 ""Toy Vendor"" you control to the Graveyard, and if you do, draw 1 card. You can only use this effect of ""Fluffal Wings"" once per turn."
Formud Skipper,Effect Monster,LIGHT,Cyberse,0,0,"During your Main Phase: You can reveal 1 Link Monster in your Extra Deck, and if you do, when you Link Summon this turn, you can treat this card as Link Material with the same name, Type, and Attribute as the revealed monster. If this card is sent to the GY as Link Material: You can add 1 Level 5 or higher Cyberse monster from your Deck to your hand. You can only use each effect of ""Formud Skipper"" once per turn."
Fortune Fairy Hikari,Effect Monster,LIGHT,Spellcaster,0,0,"When you draw this card: You can reveal it; Special Summon it from your hand. If this card is Special Summoned from the hand: You can target 1 monster you control; send it to the GY, and if you do, Special Summon 1 Level 1 Spellcaster monster from your Deck. You can only use each effect of ""Fortune Fairy Hikari"" once per turn."
Fortune Lady Light,Effect Monster,LIGHT,Spellcaster,?,?,"This card's ATK and DEF are equal to its Level x 200. During each of your Standby Phases, increase the Level of this card by 1 (max 12). When this card is removed from the field by a card effect, you can Special Summon 1 ""Fortune Lady"" monster from your Deck."
"Freya, Spirit of Victory",Effect Monster,LIGHT,Fairy,100,100,"While you control a face-up Fairy Type monster(s) other than ""Freya, Spirit of Victory"", this card cannot be selected as an attack target. All Fairy-Type monsters you control gain 400 ATK and DEF"
Fusion Parasite,Effect Monster,DARK,Insect,0,0,"This card can be used as a substitute for any 1 Fusion Material whose name is specifically listed on the Fusion Monster Card, but the other Fusion Material(s) must be correct. Cannot be used as Fusion Material otherwise. If this card is Special Summoned (except during the Damage Step): You can Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters you control as Fusion Materials, including this card."
Gadget Driver,Effect Monster,EARTH,Machine,200,200,"You can send this card from your hand to the Graveyard and select any number of face-up ""Morphtronic"" monsters you control. Change the battle position of the selected monster(s). This effect can be activated during either player's turn."
Galaxy-Eyes Cloudragon,Effect Monster,LIGHT,Dragon,300,250,"You can Tribute this card; Special Summon 1 ""Galaxy-Eyes"" monster from your hand or Graveyard, except ""Galaxy-Eyes Cloudragon"". You can only use this effect of ""Galaxy-Eyes Cloudragon"" once per turn. If this card is in the Graveyard: You can target 1 ""Galaxy-Eyes"" Xyz Monster you control; attach this card to it as an Xyz Material. You can only use this effect of ""Galaxy-Eyes Cloudragon"" once per Duel."
