Card Name,Type,Attribute,Sub Type,ATK,DEF,Card Text
Herald of Ultimateness,Ritual/Effect Monster,LIGHT,Fairy,2000,3000,"You can Ritual Summon this card with ""Oracle of the Herald"". Must be Ritual Summoned, and cannot be Special Summoned by other ways. During either player's turn, when your opponent would Special Summon a monster(s), OR activates a Spell Card, Trap Card, or monster effect: You can send 1 Fairy-Type monster from your hand to the Graveyard; negate the Special Summon or activation, and if you do, destroy that card."
Assault Blackwing - Onimaru the Divine Thunder,Synchro/Effect Monster,DARK,Winged Beast,3000,2000,1 Tuner + 1 or more non-Tuner monsters
,,,,,,"If this card is Synchro Summoned using a ""Blackwing"" monster as Material, it is treated as a Tuner while face-up on the field. Cannot be destroyed by card effects. You can target 1 ""Blackwing"" monster in your Graveyard; this card's Level becomes the same as that monster's. You can only use this effect of ""Assault Blackwing - Onimaru the Divine Thunder"" once per Duel. If this card that was Synchro Summoned using only Synchro Monsters attacks, this card gains 3000 ATK during the Damage Step only."
Battlewasp - Ballista the Armageddon,Synchro/Effect Monster,WIND,Insect,3000,800,1 Tuner + 1+ non-Tuner monsters
,,,,,,"If this card is Special Summoned: You can banish all Insect monsters from your GY; all monsters your opponent currently controls lose 500 ATK/DEF for each of your banished Insect monsters. If this card attacks a Defense Position monster, inflict piercing battle damage. If this Synchro Summoned card in its owner's control is destroyed by an opponent's card: You can Special Summon 3 of your banished Level 11 or lower Insect monsters."
Cosmic Blazar Dragon,Synchro/Effect Monster,WIND,Dragon,4000,4000,1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
,,,,,,"Must be Synchro Summoned, and cannot be Special Summoned by other ways. You can banish this card until the End Phase to activate 1 of these Quick Effects;"
,,,,,,"When your opponet activates a card or effect: Negate the activation, and if you do, destroy that card."
,,,,,,"When your opponent would Summon a monster(s): Negate the Summon. and if you do, destroy that monster(s)."
,,,,,,"When an opponent's monster declares an attack: Negate the attack, then end the Battle Phase."
Geomathmech Final Sigma,Synchro/Effect Monster,FIRE,Cyberse,3000,0,1 Tuner + 1+ non-Tuner monsters
,,,,,,"Unaffected by card effects, except ""Mathmech"" cards, while in the Extra Monster Zone. If this card in the Extra Monster Zone battles an opponent's monster, any battle damage it inflicts to your opponent is doubled. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can add 1 ""Mathmech"" card from your Deck to your hand. You can only use this effect of ""Geomathmech Final Sigma"" once per turn."
Hot Red Dragon Archfiend King Calamity,Synchro/Effect Monster,DARK,Dragon,4000,3500,2 Tuners + 1 non-Tuner DARK Dragon-Type Synchro Monster
,,,,,,"When this card is Synchro Summoned: You can activate this effect; for the rest of this turn, your opponent cannot activate cards, also cards your opponent controls cannot activate their effects. Your opponent cannot activate cards or effects in response to this effect's activation. If this card destroys a monster by battle: Inflict damage to your opponent equal to that monster's original ATK. If this card in its owner's possession is destroyed by an opponent's card (by battle or card effect): You can target 1 Level 8 or lower DARK Dragon-Type Synchro Monster in your Graveyard; Special Summon it."
Red Nova Dragon,Synchro/Effect Monster,DARK,Dragon,3500,3000,"2 Tuners + ""Red Dragon Archfiend"""
,,,,,,"This card gains 500 ATK for each Tuner monster in your Graveyard. This card cannot be destroyed by the effects of your opponent's Spells, Traps, or monsters. When your opponent's monster declares an attack, you can select it, then remove this card from play and negate the attack. During the End Phase, Special Summon this card that was removed by this effect."
Shooting Quasar Dragon,Synchro/Effect Monster,LIGHT,Dragon,4000,4000,1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
,,,,,,"Must be Synchro Summoned, and cannot be Special Summoned by other ways. This card's maximum number of attacks per turn equals the number of non-Tuner monsters used as its Synchro Material. Once per turn, when a card or effect is activated: You can negate the activation and destroy it. When this card leaves the field: You can Special Summon 1 ""Shooting Star Dragon"" from your Extra Deck."
Stardust Sifr Divine Dragon,Synchro/Effect Monster,LIGHT,Dragon,4000,4000,1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
,,,,,,"Must be Synchro Summoned and cannot be Special Summoned by other ways. The first time each card you control would be destroyed each turn, by battle or card effect, it is not destroyed. Once per turn, during either player's turn, when your opponent activates a monster effect: You can negate that effect, and if you do, destroy 1 card on the field. You can banish this card from your Graveyard, then target 1 Level 8 or lower ""Stardust"" monster in your Graveyard; Special Summon it."
Superheavy Samurai Steam Train King,Synchro/Effect Monster,EARTH,Machine,2000,4800,"1 ""Superheavy Samurai"" Tuner + 2+ non-Tuner ""Superheavy Samurai"" monsters"
,,,,,,"This card can attack while in face-up Defense Position. If it does, apply its DEF for damage calculation. Once per turn: You can discard up to 2 cards, then target that many cards your opponent controls; destroy them. Once per turn: You can banish all Spells and Traps from the GYs, and if you do, inflict 200 damage to your opponent for each card banished."
T.G. Halberd Cannon,Synchro/Effect Monster,EARTH,Machine,4000,4000,1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
,,,,,,"This card cannot be Special Summoned except by Synchro Summon. Once per turn, while this card is face-up on the field, you can negate the Summon of a monster and destroy it. When this card is sent from the field to the Graveyard, you can select 1 ""T.G."" monster in your Graveyard, and Special Summon it."
Number 77: The Seven Sins,Xyz/Effect Monster,DARK,Fiend,4000,3000,2 Level 12 monsters
,,,,,,"You can also Xyz Summon this card by using a Rank 10 or 11 DARK Xyz Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) If Summoned this way, the following effect cannot be activated this turn. Once per turn: You can detach 2 Xyz Materials from this card; banish as many Special Summoned monsters your opponent controls as possible, then attach 1 of those banished monsters to this card as Xyz Material. If this face-up card on the field would be destroyed by battle or card effect, you can detach 1 Xyz Material from this card instead."
Number 93: Utopia Kaiser,Xyz/Effect Monster,LIGHT,Warrior,2500,2000,"2 or more ""Number"" Xyz Monsters, with the same Rank, that have Xyz Material"
,,,,,,"Once per turn: You can Special Summon Rank 9 or lower ""Number"" monsters with 3000 or less ATK that have different Ranks from each other from your Extra Deck, up to the number of Xyz Materials with different names attached to this card, but their effects are negated, then detach 1 Xyz Material from this card. For the rest of this turn, unless this effect was negated, you cannot Special Summon, and any battle damage your opponent takes becomes halved. While you control another ""Number"" Xyz Monster, this card cannot be destroyed by battle or card effects."
Raidraptor - Final Fortress Falcon,Xyz/Effect Monster,DARK,Winged Beast,3800,2800,3 Level 12 monsters
,,,,,,"If this card has a ""Raidraptor"" Xyz Monster as Xyz Material, it is unaffected by other cards' effects. Once per turn: You can detach 1 material from this card; return all your banished ""Raidraptor"" monsters to your GY. Up to twice per turn, when this attacking card destroys a monster by battle: You can banish 1 ""Raidraptor"" monster from your GY; this card can attack again in a row."
Super Quantal Mech King Great Magnus,Xyz/Effect Monster,LIGHT,Machine,3600,3200,3 Level 12 monsters
,,,,,,"If this card is sent to the Graveyard: You can Special Summon 3 ""Super Quantal Mech Beast"" Xyz Monsters with different names from your Graveyard. This card gains these effects, based on the number of Xyz Materials with different names attached to it."
,,,,,,"2 or more: Once per turn, during either player's Main Phase: You can detach 1 Xyz Material from this card; shuffle 1 card on the field into the Deck."
,,,,,,"4 or more: It isunaffected by card effects, except ""Super Quant"" cards."
,,,,,,6 or more: Your opponent cannot add cards from the Deck to the hand by card effects.
